Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
P10_S11_L002_R1_001	88.50486252701548	45.0	28.0	9.090909090909092	260956117.0
P10_S11_L002_R2_001	62.452542414827036	43.0	150.0	18.181818181818183	260956117.0
P11_S12_L002_R1_001	82.85489925223142	45.0	28.0	9.090909090909092	261899141.0
P11_S12_L002_R2_001	49.616535871831736	42.0	150.0	0.0	261899141.0
P12_S24_L003_R1_001	78.12356028045346	45.0	28.0	9.090909090909092	204893322.0
P12_S24_L003_R2_001	50.061094165990966	42.0	150.0	18.181818181818183	204893322.0
P12_S24_L004_R1_001	78.28329006758509	45.0	28.0	9.090909090909092	206528023.0
P12_S24_L004_R2_001	50.95901661148226	42.0	150.0	18.181818181818183	206528023.0
P13_S1_L002_R1_001	83.91349716916032	45.0	28.0	9.090909090909092	17738456.0
P13_S1_L002_R2_001	45.18211651765479	45.0	150.0	9.090909090909092	17738456.0
P14_S20_L003_R1_001	80.54079054593905	45.0	28.0	9.090909090909092	505935682.0
P14_S20_L003_R2_001	63.05665105661735	44.0	150.0	18.181818181818183	505935682.0
P14_S20_L004_R1_001	81.06942804595874	45.0	28.0	9.090909090909092	508376451.0
P14_S20_L004_R2_001	63.75036561477577	44.0	150.0	18.181818181818183	508376451.0
P15_S18_L003_R1_001	35.563874945060164	45.0	28.0	0.0	317192307.0
P15_S18_L003_R2_001	41.1954537173596	42.0	150.0	9.090909090909092	317192307.0
P15_S18_L004_R1_001	36.200558669936896	45.0	28.0	0.0	319130540.0
P15_S18_L004_R2_001	42.050549078993846	42.0	150.0	9.090909090909092	319130540.0
P16_S19_L003_R1_001	55.14359361459941	45.0	28.0	9.090909090909092	300468568.0
P16_S19_L003_R2_001	50.802016558625006	43.0	150.0	18.181818181818183	300468568.0
P16_S19_L004_R1_001	55.68541160967136	45.0	28.0	9.090909090909092	302817231.0
P16_S19_L004_R2_001	51.74152411835096	43.0	150.0	18.181818181818183	302817231.0
P5_S15_L002_R1_001	73.35489336887366	45.0	28.0	9.090909090909092	341151103.0
P5_S15_L002_R2_001	48.652066268043114	41.0	150.0	9.090909090909092	341151103.0
P6_S3_L002_R1_001	82.58902249171197	45.0	28.0	9.090909090909092	145444271.0
P6_S3_L002_R2_001	55.2778377460731	43.0	150.0	18.181818181818183	145444271.0
P7_S5_L002_R1_001	71.42867793246842	45.0	28.0	9.090909090909092	345874999.0
P7_S5_L002_R2_001	47.942019417521045	42.0	150.0	0.0	345874999.0
P8_S7_L002_R1_001	81.69635512273388	45.0	28.0	9.090909090909092	150269634.0
P8_S7_L002_R2_001	50.111290957939815	43.0	150.0	18.181818181818183	150269634.0
P9_S9_L002_R1_001	80.17682294883167	45.0	28.0	9.090909090909092	163230446.0
P9_S9_L002_R2_001	50.1830566130166	43.0	150.0	18.181818181818183	163230446.0
Undetermined_S0_L002_R1_001	30.39947996090875	43.0	28.0	0.0	160933094.0
Undetermined_S0_L002_R2_001	34.27260453330949	41.0	150.0	9.090909090909092	160933094.0
Undetermined_S0_L003_R1_001	23.73580049793472	44.0	28.0	0.0	200444185.0
Undetermined_S0_L003_R2_001	38.37589857530769	41.0	150.0	9.090909090909092	200444185.0
Undetermined_S0_L004_R1_001	25.01486566263395	44.0	28.0	0.0	204721024.0
Undetermined_S0_L004_R2_001	40.01693754262896	41.0	150.0	9.090909090909092	204721024.0
V10_S10_L002_R1_001	83.60844543237985	46.0	28.0	9.090909090909092	188110627.0
V10_S10_L002_R2_001	51.610680117564996	43.0	150.0	18.181818181818183	188110627.0
V11_S13_L002_R1_001	83.82486866773216	45.0	28.0	9.090909090909092	99472357.0
V11_S13_L002_R2_001	48.525801745264964	45.0	150.0	9.090909090909092	99472357.0
V12_S16_L003_R1_001	81.9033235909308	46.0	28.0	9.090909090909092	215668420.0
V12_S16_L003_R2_001	52.518544783700285	43.0	150.0	18.181818181818183	215668420.0
V12_S16_L004_R1_001	82.2624239167972	46.0	28.0	9.090909090909092	217912981.0
V12_S16_L004_R2_001	53.309788339791346	43.0	150.0	18.181818181818183	217912981.0
V13_S22_L003_R1_001	62.66164036674195	45.0	28.0	9.090909090909092	217556071.0
V13_S22_L003_R2_001	54.98683792987096	41.0	150.0	18.181818181818183	217556071.0
V13_S22_L004_R1_001	63.217912174528045	45.0	28.0	9.090909090909092	219630312.0
V13_S22_L004_R2_001	55.70218886304294	41.0	150.0	18.181818181818183	219630312.0
V14_S23_L003_R1_001	61.74606117753803	45.0	28.0	9.090909090909092	465316478.0
V14_S23_L003_R2_001	57.03746466929316	42.0	150.0	18.181818181818183	465316478.0
V14_S23_L004_R1_001	62.261178897414105	45.0	28.0	9.090909090909092	469412964.0
V14_S23_L004_R2_001	57.756198740003775	42.0	150.0	18.181818181818183	469412964.0
V15_S21_L003_R1_001	47.332437375598616	45.0	28.0	0.0	299273232.0
V15_S21_L003_R2_001	45.71977426834577	43.0	150.0	9.090909090909092	299273232.0
V15_S21_L004_R1_001	48.07369181314591	45.0	28.0	0.0	302073985.0
V15_S21_L004_R2_001	46.41570256785143	43.0	150.0	9.090909090909092	302073985.0
V16_S17_L003_R1_001	42.268811764418565	45.0	28.0	0.0	312609397.0
V16_S17_L003_R2_001	47.4899910285847	40.0	150.0	9.090909090909092	312609397.0
V16_S17_L004_R1_001	43.097419588341715	45.0	28.0	0.0	315963564.0
V16_S17_L004_R2_001	48.325520552214805	40.0	150.0	9.090909090909092	315963564.0
V5_S4_L002_R1_001	85.8976642973895	45.0	28.0	9.090909090909092	81011649.0
V5_S4_L002_R2_001	57.82921575390685	44.0	150.0	18.181818181818183	81011649.0
V6_S14_L002_R1_001	83.5712727748097	45.0	28.0	9.090909090909092	269095650.0
V6_S14_L002_R2_001	57.180224731703376	44.0	150.0	18.181818181818183	269095650.0
V7_S2_L002_R1_001	87.74096907479243	46.0	28.0	9.090909090909092	76211099.0
V7_S2_L002_R2_001	57.936733646594746	45.0	150.0	18.181818181818183	76211099.0
V8_S6_L002_R1_001	72.85430474226752	45.0	28.0	9.090909090909092	121696753.0
V8_S6_L002_R2_001	47.11561950178768	44.0	150.0	9.090909090909092	121696753.0
V9_S8_L002_R1_001	90.01219978336752	45.0	28.0	9.090909090909092	275148173.0
V9_S8_L002_R2_001	59.65032452531325	43.0	150.0	18.181818181818183	275148173.0
