Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
882659_TY81_S3_L001_I1_001	99.99996821504962	59.0	10.0	36.36363636363637	116407292.0
882659_TY81_S3_L001_I2_001	99.99996907410234	50.0	10.0	36.36363636363637	116407292.0
882659_TY81_S3_L001_R1_001	0.029615072237902496	36.0	151.0	27.27272727272727	116407292.0
882659_TY81_S3_L001_R2_001	31.77881367981324	43.0	151.0	9.090909090909092	116407292.0
882659_TY82_S4_L001_I1_001	99.99997475566417	39.0	10.0	36.36363636363637	146567532.0
882659_TY82_S4_L001_I2_001	99.99997543794352	49.0	10.0	36.36363636363637	146567532.0
882659_TY82_S4_L001_R1_001	0.08851557892914741	36.0	151.0	27.27272727272727	146567532.0
882659_TY82_S4_L001_R2_001	38.49232992242785	43.0	151.0	9.090909090909092	146567532.0
882659_TY83_S5_L001_I1_001	99.99997788475487	40.0	10.0	36.36363636363637	167305403.0
882659_TY83_S5_L001_I2_001	99.99997848246419	40.0	10.0	36.36363636363637	167305403.0
882659_TY83_S5_L001_R1_001	0.07101956091538852	38.0	151.0	27.27272727272727	167305403.0
882659_TY83_S5_L001_R2_001	46.852095320835176	44.0	151.0	9.090909090909092	167305403.0
882659_TY84_S6_L001_I1_001	99.99996995291671	39.0	10.0	36.36363636363637	123140072.0
882659_TY84_S6_L001_I2_001	99.99997076500004	50.0	10.0	36.36363636363637	123140072.0
882659_TY84_S6_L001_R1_001	0.03874345864849715	37.0	151.0	27.27272727272727	123140072.0
882659_TY84_S6_L001_R2_001	37.506023131914425	44.0	151.0	9.090909090909092	123140072.0
882659_TY85_S7_L001_I1_001	99.99998102373367	59.0	10.0	36.36363636363637	194980400.0
882659_TY85_S7_L001_I2_001	99.99998153660573	50.0	10.0	27.27272727272727	194980400.0
882659_TY85_S7_L001_R1_001	0.020613656534209213	36.0	151.0	27.27272727272727	194980400.0
882659_TY85_S7_L001_R2_001	34.07407791985257	42.0	151.0	9.090909090909092	194980400.0
882659_TY86_S8_L001_I1_001	99.99997551991014	39.0	10.0	36.36363636363637	151143236.0
882659_TY86_S8_L001_I2_001	99.99997618153418	40.0	10.0	36.36363636363637	151143236.0
882659_TY86_S8_L001_R1_001	0.12521197328825906	38.0	151.0	27.27272727272727	151143236.0
882659_TY86_S8_L001_R2_001	51.007244891103376	45.0	151.0	18.181818181818183	151143236.0
882659_TY87_S9_L001_I1_001	99.9999730741667	49.0	10.0	36.36363636363637	137414503.0
882659_TY87_S9_L001_I2_001	99.99997380189193	30.0	10.0	36.36363636363637	137414503.0
882659_TY87_S9_L001_R1_001	0.17749237978115673	38.0	151.0	27.27272727272727	137414503.0
882659_TY87_S9_L001_R2_001	56.33209078590785	45.0	151.0	18.181818181818183	137414503.0
882659_TY88_S10_L001_I1_001	99.99997466630734	39.0	10.0	36.36363636363637	146050560.0
882659_TY88_S10_L001_I2_001	99.99997535100174	49.0	10.0	36.36363636363637	146050560.0
882659_TY88_S10_L001_R1_001	0.26611594079756173	40.0	151.0	27.27272727272727	146050560.0
882659_TY88_S10_L001_R2_001	60.32580845878449	46.0	151.0	27.27272727272727	146050560.0
882659_TY89_S11_L001_I1_001	99.99996853816032	69.0	10.0	36.36363636363637	117602786.0
882659_TY89_S11_L001_I2_001	99.99996938848031	40.0	10.0	36.36363636363637	117602786.0
882659_TY89_S11_L001_R1_001	0.05135588420705517	36.0	151.0	27.27272727272727	117602786.0
882659_TY89_S11_L001_R2_001	35.89949152126769	43.0	151.0	9.090909090909092	117602786.0
882659_TY90_S12_L001_I1_001	99.99997455313903	69.0	10.0	36.36363636363637	145401038.0
882659_TY90_S12_L001_I2_001	99.99997524089203	50.0	10.0	36.36363636363637	145401038.0
882659_TY90_S12_L001_R1_001	0.1053458528858755	37.0	151.0	27.27272727272727	145401038.0
882659_TY90_S12_L001_R2_001	42.18540047826498	44.0	151.0	9.090909090909092	145401038.0
882659_TY91_S13_L001_I1_001	99.99997452626495	40.0	10.0	27.27272727272727	145247644.0
882659_TY91_S13_L001_I2_001	99.99997521474428	59.0	10.0	36.36363636363637	145247644.0
882659_TY91_S13_L001_R1_001	0.040858530805437	37.0	151.0	27.27272727272727	145247644.0
882659_TY91_S13_L001_R2_001	42.905896819936174	44.0	151.0	9.090909090909092	145247644.0
882659_TY92_S14_L001_I1_001	99.99997641066517	30.0	10.0	36.36363636363637	156850544.0
882659_TY92_S14_L001_I2_001	99.99997704821476	39.0	10.0	36.36363636363637	156850544.0
882659_TY92_S14_L001_R1_001	0.07157721687568142	36.0	151.0	27.27272727272727	156850544.0
882659_TY92_S14_L001_R2_001	46.63507739523654	44.0	151.0	9.090909090909092	156850544.0
882659_TY93_S15_L001_I1_001	99.99996850624767	69.0	10.0	36.36363636363637	117483619.0
882659_TY93_S15_L001_I2_001	99.99996935743016	40.0	10.0	27.27272727272727	117483619.0
882659_TY93_S15_L001_R1_001	0.10614044090590369	36.0	151.0	27.27272727272727	117483619.0
882659_TY93_S15_L001_R2_001	35.49853918340767	43.0	151.0	9.090909090909092	117483619.0
882659_TY94_S16_L001_I1_001	99.9999719399812	69.0	10.0	36.36363636363637	131860211.0
882659_TY94_S16_L001_I2_001	99.99997269836008	30.0	10.0	27.27272727272727	131860211.0
882659_TY94_S16_L001_R1_001	0.11959666664445479	37.0	151.0	27.27272727272727	131860211.0
882659_TY94_S16_L001_R2_001	37.67017903703566	44.0	151.0	9.090909090909092	131860211.0
882659_TY95_S17_L001_I1_001	99.99997728631	29.0	10.0	36.36363636363637	162897354.0
882659_TY95_S17_L001_I2_001	99.99997790019351	50.0	10.0	36.36363636363637	162897354.0
882659_TY95_S17_L001_R1_001	0.11090289154540756	37.0	151.0	27.27272727272727	162897354.0
882659_TY95_S17_L001_R2_001	46.93468916002489	44.0	151.0	9.090909090909092	162897354.0
882659_TY96_S18_L001_I1_001	99.99997250560848	29.0	10.0	36.36363636363637	134572900.0
882659_TY96_S18_L001_I2_001	99.99997324870014	59.0	10.0	36.36363636363637	134572900.0
882659_TY96_S18_L001_R1_001	0.09074504001293349	37.0	151.0	27.27272727272727	134572900.0
882659_TY96_S18_L001_R2_001	41.43868512035272	44.0	151.0	9.090909090909092	134572900.0
885788_TY81_S1_L003_I1_001	99.99998703857577	59.0	10.0	36.36363636363637	277747255.0
885788_TY81_S1_L003_I2_001	99.99998595845709	50.0	10.0	36.36363636363637	277747255.0
885788_TY81_S1_L003_R1_001	0.09930384690305516	36.0	151.0	27.27272727272727	277747255.0
885788_TY81_S1_L003_R2_001	38.70682330474884	43.0	151.0	9.090909090909092	277747255.0
885788_TY82_S2_L003_I1_001	99.9999786847805	39.0	10.0	36.36363636363637	168893405.0
885788_TY82_S2_L003_I2_001	99.99997690851221	49.0	10.0	36.36363636363637	168893405.0
885788_TY82_S2_L003_R1_001	0.20765785881165755	36.0	151.0	27.27272727272727	168893405.0
885788_TY82_S2_L003_R2_001	39.44579803270244	43.0	151.0	9.090909090909092	168893405.0
885788_TY83_S3_L003_I1_001	99.99998467156027	40.0	10.0	36.36363636363637	234857563.0
885788_TY83_S3_L003_I2_001	99.9999833941903	40.0	10.0	36.36363636363637	234857563.0
885788_TY83_S3_L003_R1_001	0.14337198588756905	38.0	151.0	27.27272727272727	234857563.0
885788_TY83_S3_L003_R2_001	51.08424992060078	44.0	151.0	18.181818181818183	234857563.0
885788_TY84_S4_L003_I1_001	99.99998826588346	39.0	10.0	36.36363636363637	306797703.0
885788_TY84_S4_L003_I2_001	99.99998728804042	50.0	10.0	36.36363636363637	306797703.0
885788_TY84_S4_L003_R1_001	0.14845747575991197	37.0	151.0	27.27272727272727	306797703.0
885788_TY84_S4_L003_R2_001	47.775868108575516	44.0	151.0	9.090909090909092	306797703.0
885788_TY85_S5_L003_I1_001	99.99998701869434	59.0	10.0	36.36363636363637	277321873.0
885788_TY85_S5_L003_I2_001	99.99998593691886	50.0	10.0	27.27272727272727	277321873.0
885788_TY85_S5_L003_R1_001	0.06434803975115244	36.0	151.0	27.27272727272727	277321873.0
885788_TY85_S5_L003_R2_001	36.14877942674328	42.0	151.0	9.090909090909092	277321873.0
885788_TY86_S6_L003_I1_001	99.99998495838355	39.0	10.0	36.36363636363637	239335979.0
885788_TY86_S6_L003_I2_001	99.99998370491551	40.0	10.0	36.36363636363637	239335979.0
885788_TY86_S6_L003_R1_001	0.33154071174213584	38.0	151.0	27.27272727272727	239335979.0
885788_TY86_S6_L003_R2_001	54.44568713015539	45.0	151.0	18.181818181818183	239335979.0
885788_TY88_S7_L003_I1_001	0.0	40.0	10.0	40.0	1.0
885788_TY88_S7_L003_I2_001	0.0	50.0	10.0	30.0	1.0
885788_TY88_S7_L003_R1_001	0.0	51.0	151.0	30.0	1.0
885788_TY88_S7_L003_R2_001	0.0	50.0	151.0	30.0	1.0
885788_TY89_S8_L003_I1_001	99.99997643573776	69.0	10.0	36.36363636363637	152773720.0
885788_TY89_S8_L003_I2_001	99.99997447204925	40.0	10.0	27.27272727272727	152773720.0
885788_TY89_S8_L003_R1_001	0.13861587941231335	36.0	151.0	27.27272727272727	152773720.0
885788_TY89_S8_L003_R2_001	37.75291585519164	43.0	151.0	9.090909090909092	152773720.0
885788_TY90_S9_L003_I1_001	99.99997740684537	69.0	10.0	36.36363636363637	154914179.0
885788_TY90_S9_L003_I2_001	99.99997482477056	50.0	10.0	36.36363636363637	154914179.0
885788_TY90_S9_L003_R1_001	0.2302540476960928	37.0	151.0	27.27272727272727	154914179.0
885788_TY90_S9_L003_R2_001	42.76364719994176	44.0	151.0	9.090909090909092	154914179.0
885788_TY91_S10_L003_I1_001	99.99999154918115	40.0	10.0	27.27272727272727	425994222.0
885788_TY91_S10_L003_I2_001	99.99999084494625	59.0	10.0	36.36363636363637	425994222.0
885788_TY91_S10_L003_R1_001	0.17030109042335084	36.0	151.0	27.27272727272727	425994222.0
885788_TY91_S10_L003_R2_001	55.438463607753384	44.0	151.0	18.181818181818183	425994222.0
885788_TY92_S11_L003_I1_001	99.99997035892257	30.0	10.0	36.36363636363637	121453075.0
885788_TY92_S11_L003_I2_001	99.99996788883278	39.0	10.0	36.36363636363637	121453075.0
885788_TY92_S11_L003_R1_001	0.18438468311219935	36.0	151.0	27.27272727272727	121453075.0
885788_TY92_S11_L003_R2_001	43.48581204162924	44.0	151.0	9.090909090909092	121453075.0
885788_TY93_S12_L003_I1_001	99.9999626993822	69.0	10.0	36.36363636363637	93832226.0
885788_TY93_S12_L003_I2_001	99.99995843645445	40.0	10.0	27.27272727272727	93832226.0
885788_TY93_S12_L003_R1_001	0.20978470258576465	36.0	151.0	27.27272727272727	93832226.0
885788_TY93_S12_L003_R2_001	33.48256426240128	43.0	151.0	9.090909090909092	93832226.0
885788_TY94_S13_L003_I1_001	99.99994246008455	70.0	10.0	27.27272727272727	62565264.0
885788_TY94_S13_L003_I2_001	99.99993926342259	30.0	10.0	27.27272727272727	62565264.0
885788_TY94_S13_L003_R1_001	0.18718968718133056	37.0	151.0	27.27272727272727	62565264.0
885788_TY94_S13_L003_R2_001	31.519617406833163	44.0	151.0	9.090909090909092	62565264.0
885788_TY95_S14_L003_I1_001	99.99997105854621	29.0	10.0	36.36363636363637	124389052.0
885788_TY95_S14_L003_I2_001	99.9999686467584	50.0	10.0	36.36363636363637	124389052.0
885788_TY95_S14_L003_R1_001	0.19346349954311393	37.0	151.0	27.27272727272727	124389052.0
885788_TY95_S14_L003_R2_001	43.677979044434025	44.0	151.0	9.090909090909092	124389052.0
885788_TY96_S15_L003_I1_001	99.99998360637082	29.0	10.0	36.36363636363637	219597501.0
885788_TY96_S15_L003_I2_001	99.99998224023506	59.0	10.0	36.36363636363637	219597501.0
885788_TY96_S15_L003_R1_001	0.21240657494614368	37.0	151.0	27.27272727272727	219597501.0
885788_TY96_S15_L003_R2_001	47.34356125224911	44.0	151.0	9.090909090909092	219597501.0
886986_TY81_S1_L004_I1_001	99.99998704312047	59.0	10.0	36.36363636363637	262408861.0
886986_TY81_S1_L004_I2_001	99.99998742420516	49.0	10.0	36.36363636363637	262408861.0
886986_TY81_S1_L004_R1_001	0.0348377753087874	35.0	151.0	27.27272727272727	262408861.0
886986_TY81_S1_L004_R2_001	36.41072301917049	43.0	151.0	9.090909090909092	262408861.0
886986_TY82_S2_L004_I1_001	99.99997841524953	39.0	10.0	36.36363636363637	157518615.0
886986_TY82_S2_L004_I2_001	99.99997905009512	49.0	10.0	36.36363636363637	157518615.0
886986_TY82_S2_L004_R1_001	0.06800232886435253	35.0	151.0	27.27272727272727	157518615.0
886986_TY82_S2_L004_R2_001	36.72975744730924	43.0	151.0	9.090909090909092	157518615.0
886986_TY83_S3_L004_I1_001	99.99998426575233	40.0	10.0	36.36363636363637	216089137.0
886986_TY83_S3_L004_I2_001	99.99998472852432	40.0	10.0	36.36363636363637	216089137.0
886986_TY83_S3_L004_R1_001	0.04957587713434464	37.0	151.0	27.27272727272727	216089137.0
886986_TY83_S3_L004_R2_001	47.71939082339828	44.0	151.0	9.090909090909092	216089137.0
886986_TY84_S4_L004_I1_001	99.99998822317662	39.0	10.0	36.36363636363637	288702640.0
886986_TY84_S4_L004_I2_001	99.99998856955378	50.0	10.0	36.36363636363637	288702640.0
886986_TY84_S4_L004_R1_001	0.04891356281643766	36.0	151.0	27.27272727272727	288702640.0
886986_TY84_S4_L004_R2_001	45.46461769392166	44.0	151.0	9.090909090909092	288702640.0
886986_TY85_S5_L004_I1_001	99.99998644114619	59.0	10.0	36.36363636363637	250758659.0
886986_TY85_S5_L004_I2_001	99.999986839936	50.0	10.0	27.27272727272727	250758659.0
886986_TY85_S5_L004_R1_001	0.021653008700084797	35.0	151.0	27.27272727272727	250758659.0
886986_TY85_S5_L004_R2_001	33.41121297303809	42.0	151.0	9.090909090909092	250758659.0
886986_TY86_S6_L004_I1_001	99.99998472654606	39.0	10.0	36.36363636363637	222608456.0
886986_TY86_S6_L004_I2_001	99.99998517576529	40.0	10.0	36.36363636363637	222608456.0
886986_TY86_S6_L004_R1_001	0.11787832649694963	37.0	151.0	27.27272727272727	222608456.0
886986_TY86_S6_L004_R2_001	51.523567825903186	45.0	151.0	18.181818181818183	222608456.0
886986_TY88_S7_L004_I1_001	99.99976038403955	39.0	10.0	36.36363636363637	14189372.0
886986_TY88_S7_L004_I2_001	99.99976743156779	50.0	10.0	36.36363636363637	14189372.0
886986_TY88_S7_L004_R1_001	0.07814078137741376	39.0	151.0	27.27272727272727	14189372.0
886986_TY88_S7_L004_R2_001	37.05213253891889	46.0	151.0	18.181818181818183	14189372.0
886986_TY89_S8_L004_I1_001	99.99997725768314	69.0	10.0	36.36363636363637	149501039.0
886986_TY89_S8_L004_I2_001	99.99997792657481	40.0	10.0	36.36363636363637	149501039.0
886986_TY89_S8_L004_R1_001	0.05093293844112168	35.0	151.0	27.27272727272727	149501039.0
886986_TY89_S8_L004_R2_001	35.65798827898277	43.0	151.0	9.090909090909092	149501039.0
886986_TY90_S9_L004_I1_001	99.99997659974952	69.0	10.0	36.36363636363637	145297590.0
886986_TY90_S9_L004_I2_001	99.99997728799218	49.0	10.0	36.36363636363637	145297590.0
886986_TY90_S9_L004_R1_001	0.09101916855051684	36.0	151.0	27.27272727272727	145297590.0
886986_TY90_S9_L004_R2_001	40.090500626771544	44.0	151.0	9.090909090909092	145297590.0
886986_TY91_S10_L004_I1_001	99.9999916949421	40.0	10.0	27.27272727272727	409389078.0
886986_TY91_S10_L004_I2_001	99.9999919392085	59.0	10.0	36.36363636363637	409389078.0
886986_TY91_S10_L004_R1_001	0.05580738048887213	36.0	151.0	27.27272727272727	409389078.0
886986_TY91_S10_L004_R2_001	53.0816337857022	43.0	151.0	18.181818181818183	409389078.0
886986_TY92_S11_L004_I1_001	99.99997248405509	30.0	10.0	36.36363636363637	123564719.0
886986_TY92_S11_L004_I2_001	99.9999732933476	39.0	10.0	36.36363636363637	123564719.0
886986_TY92_S11_L004_R1_001	0.07258839737649225	35.0	151.0	27.27272727272727	123564719.0
886986_TY92_S11_L004_R2_001	41.95502486775978	44.0	151.0	9.090909090909092	123564719.0
886986_TY93_S12_L004_I1_001	99.99995972849663	69.0	10.0	36.36363636363637	84426945.0
886986_TY93_S12_L004_I2_001	99.99996091295262	40.0	10.0	27.27272727272727	84426945.0
886986_TY93_S12_L004_R1_001	0.07621163697216105	35.0	151.0	27.27272727272727	84426945.0
886986_TY93_S12_L004_R2_001	30.12858639445048	43.0	151.0	9.090909090909092	84426945.0
886986_TY94_S13_L004_I1_001	99.99994356944255	69.0	10.0	36.36363636363637	60251044.0
886986_TY94_S13_L004_I2_001	99.99994522916482	30.0	10.0	36.36363636363637	60251044.0
886986_TY94_S13_L004_R1_001	0.07465092659815298	36.0	151.0	27.27272727272727	60251044.0
886986_TY94_S13_L004_R2_001	28.686040288357333	43.0	151.0	9.090909090909092	60251044.0
886986_TY95_S14_L004_I1_001	99.9999729985711	29.0	10.0	36.36363636363637	125919262.0
