Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
882659_TY81_S3_L001_I1_001	99.99996821504962	59.0	10.0	36.36363636363637	116407292.0
882659_TY81_S3_L001_I2_001	99.99996907410234	50.0	10.0	36.36363636363637	116407292.0
882659_TY82_S4_L001_I1_001	99.99997475566417	39.0	10.0	36.36363636363637	146567532.0
882659_TY82_S4_L001_I2_001	99.99997543794352	49.0	10.0	36.36363636363637	146567532.0
882659_TY83_S5_L001_I1_001	99.99997788475487	40.0	10.0	36.36363636363637	167305403.0
882659_TY83_S5_L001_I2_001	99.99997848246419	40.0	10.0	36.36363636363637	167305403.0
882659_TY84_S6_L001_I1_001	99.99996995291671	39.0	10.0	36.36363636363637	123140072.0
882659_TY84_S6_L001_I2_001	99.99997076500004	50.0	10.0	36.36363636363637	123140072.0
882659_TY85_S7_L001_I1_001	99.99998102373367	59.0	10.0	36.36363636363637	194980400.0
882659_TY85_S7_L001_I2_001	99.99998153660573	50.0	10.0	27.27272727272727	194980400.0
882659_TY86_S8_L001_I1_001	99.99997551991014	39.0	10.0	36.36363636363637	151143236.0
882659_TY86_S8_L001_I2_001	99.99997618153418	40.0	10.0	36.36363636363637	151143236.0
882659_TY87_S9_L001_I1_001	99.9999730741667	49.0	10.0	36.36363636363637	137414503.0
882659_TY87_S9_L001_I2_001	99.99997380189193	30.0	10.0	36.36363636363637	137414503.0
882659_TY88_S10_L001_I1_001	99.99997466630734	39.0	10.0	36.36363636363637	146050560.0
882659_TY88_S10_L001_I2_001	99.99997535100174	49.0	10.0	36.36363636363637	146050560.0
882659_TY89_S11_L001_I1_001	99.99996853816032	69.0	10.0	36.36363636363637	117602786.0
882659_TY89_S11_L001_I2_001	99.99996938848031	40.0	10.0	36.36363636363637	117602786.0
882659_TY90_S12_L001_I1_001	99.99997455313903	69.0	10.0	36.36363636363637	145401038.0
882659_TY90_S12_L001_I2_001	99.99997524089203	50.0	10.0	36.36363636363637	145401038.0
882659_TY91_S13_L001_I1_001	99.99997452626495	40.0	10.0	27.27272727272727	145247644.0
882659_TY91_S13_L001_I2_001	99.99997521474428	59.0	10.0	36.36363636363637	145247644.0
882659_TY92_S14_L001_I1_001	99.99997641066517	30.0	10.0	36.36363636363637	156850544.0
882659_TY92_S14_L001_I2_001	99.99997704821476	39.0	10.0	36.36363636363637	156850544.0
882659_TY93_S15_L001_I1_001	99.99996850624767	69.0	10.0	36.36363636363637	117483619.0
882659_TY93_S15_L001_I2_001	99.99996935743016	40.0	10.0	27.27272727272727	117483619.0
882659_TY94_S16_L001_I1_001	99.9999719399812	69.0	10.0	36.36363636363637	131860211.0
882659_TY94_S16_L001_I2_001	99.99997269836008	30.0	10.0	27.27272727272727	131860211.0
882659_TY95_S17_L001_I1_001	99.99997728631	29.0	10.0	36.36363636363637	162897354.0
882659_TY95_S17_L001_I2_001	99.99997790019351	50.0	10.0	36.36363636363637	162897354.0
882659_TY96_S18_L001_I1_001	99.99997250560848	29.0	10.0	36.36363636363637	134572900.0
882659_TY96_S18_L001_I2_001	99.99997324870014	59.0	10.0	36.36363636363637	134572900.0
885788_TY81_S1_L003_I1_001	99.99998703857577	59.0	10.0	36.36363636363637	277747255.0
885788_TY81_S1_L003_I2_001	99.99998595845709	50.0	10.0	36.36363636363637	277747255.0
885788_TY82_S2_L003_I1_001	99.9999786847805	39.0	10.0	36.36363636363637	168893405.0
885788_TY82_S2_L003_I2_001	99.99997690851221	49.0	10.0	36.36363636363637	168893405.0
885788_TY83_S3_L003_I1_001	99.99998467156027	40.0	10.0	36.36363636363637	234857563.0
885788_TY83_S3_L003_I2_001	99.9999833941903	40.0	10.0	36.36363636363637	234857563.0
885788_TY84_S4_L003_I1_001	99.99998826588346	39.0	10.0	36.36363636363637	306797703.0
885788_TY84_S4_L003_I2_001	99.99998728804042	50.0	10.0	36.36363636363637	306797703.0
885788_TY85_S5_L003_I1_001	99.99998701869434	59.0	10.0	36.36363636363637	277321873.0
885788_TY85_S5_L003_I2_001	99.99998593691886	50.0	10.0	27.27272727272727	277321873.0
885788_TY86_S6_L003_I1_001	99.99998495838355	39.0	10.0	36.36363636363637	239335979.0
885788_TY86_S6_L003_I2_001	99.99998370491551	40.0	10.0	36.36363636363637	239335979.0
885788_TY88_S7_L003_I1_001	0.0	40.0	10.0	40.0	1.0
885788_TY88_S7_L003_I2_001	0.0	50.0	10.0	30.0	1.0
885788_TY89_S8_L003_I1_001	99.99997643573776	69.0	10.0	36.36363636363637	152773720.0
885788_TY89_S8_L003_I2_001	99.99997447204925	40.0	10.0	27.27272727272727	152773720.0
885788_TY90_S9_L003_I1_001	99.99997740684537	69.0	10.0	36.36363636363637	154914179.0
885788_TY90_S9_L003_I2_001	99.99997482477056	50.0	10.0	36.36363636363637	154914179.0
885788_TY91_S10_L003_I1_001	99.99999154918115	40.0	10.0	27.27272727272727	425994222.0
885788_TY91_S10_L003_I2_001	99.99999084494625	59.0	10.0	36.36363636363637	425994222.0
885788_TY92_S11_L003_I1_001	99.99997035892257	30.0	10.0	36.36363636363637	121453075.0
885788_TY92_S11_L003_I2_001	99.99996788883278	39.0	10.0	36.36363636363637	121453075.0
885788_TY93_S12_L003_I1_001	99.9999626993822	69.0	10.0	36.36363636363637	93832226.0
885788_TY93_S12_L003_I2_001	99.99995843645445	40.0	10.0	27.27272727272727	93832226.0
885788_TY94_S13_L003_I1_001	99.99994246008455	70.0	10.0	27.27272727272727	62565264.0
885788_TY94_S13_L003_I2_001	99.99993926342259	30.0	10.0	27.27272727272727	62565264.0
885788_TY95_S14_L003_I1_001	99.99997105854621	29.0	10.0	36.36363636363637	124389052.0
885788_TY95_S14_L003_I2_001	99.9999686467584	50.0	10.0	36.36363636363637	124389052.0
885788_TY96_S15_L003_I1_001	99.99998360637082	29.0	10.0	36.36363636363637	219597501.0
885788_TY96_S15_L003_I2_001	99.99998224023506	59.0	10.0	36.36363636363637	219597501.0
886986_TY81_S1_L004_I1_001	99.99998704312047	59.0	10.0	36.36363636363637	262408861.0
886986_TY81_S1_L004_I2_001	99.99998742420516	49.0	10.0	36.36363636363637	262408861.0
886986_TY82_S2_L004_I1_001	99.99997841524953	39.0	10.0	36.36363636363637	157518615.0
886986_TY82_S2_L004_I2_001	99.99997905009512	49.0	10.0	36.36363636363637	157518615.0
886986_TY83_S3_L004_I1_001	99.99998426575233	40.0	10.0	36.36363636363637	216089137.0
886986_TY83_S3_L004_I2_001	99.99998472852432	40.0	10.0	36.36363636363637	216089137.0
886986_TY84_S4_L004_I1_001	99.99998822317662	39.0	10.0	36.36363636363637	288702640.0
886986_TY84_S4_L004_I2_001	99.99998856955378	50.0	10.0	36.36363636363637	288702640.0
886986_TY85_S5_L004_I1_001	99.99998644114619	59.0	10.0	36.36363636363637	250758659.0
886986_TY85_S5_L004_I2_001	99.999986839936	50.0	10.0	27.27272727272727	250758659.0
886986_TY86_S6_L004_I1_001	99.99998472654606	39.0	10.0	36.36363636363637	222608456.0
886986_TY86_S6_L004_I2_001	99.99998517576529	40.0	10.0	36.36363636363637	222608456.0
886986_TY88_S7_L004_I1_001	99.99976038403955	39.0	10.0	36.36363636363637	14189372.0
886986_TY88_S7_L004_I2_001	99.99976743156779	50.0	10.0	36.36363636363637	14189372.0
886986_TY89_S8_L004_I1_001	99.99997725768314	69.0	10.0	36.36363636363637	149501039.0
886986_TY89_S8_L004_I2_001	99.99997792657481	40.0	10.0	36.36363636363637	149501039.0
886986_TY90_S9_L004_I1_001	99.99997659974952	69.0	10.0	36.36363636363637	145297590.0
886986_TY90_S9_L004_I2_001	99.99997728799218	49.0	10.0	36.36363636363637	145297590.0
886986_TY91_S10_L004_I1_001	99.9999916949421	40.0	10.0	27.27272727272727	409389078.0
886986_TY91_S10_L004_I2_001	99.9999919392085	59.0	10.0	36.36363636363637	409389078.0
886986_TY92_S11_L004_I1_001	99.99997248405509	30.0	10.0	36.36363636363637	123564719.0
886986_TY92_S11_L004_I2_001	99.9999732933476	39.0	10.0	36.36363636363637	123564719.0
886986_TY93_S12_L004_I1_001	99.99995972849663	69.0	10.0	36.36363636363637	84426945.0
886986_TY93_S12_L004_I2_001	99.99996091295262	40.0	10.0	27.27272727272727	84426945.0
886986_TY94_S13_L004_I1_001	99.99994356944255	69.0	10.0	36.36363636363637	60251044.0
886986_TY94_S13_L004_I2_001	99.99994522916482	30.0	10.0	36.36363636363637	60251044.0
886986_TY95_S14_L004_I1_001	99.9999729985711	29.0	10.0	36.36363636363637	125919262.0
886986_TY95_S14_L004_I2_001	99.99997379273077	50.0	10.0	36.36363636363637	125919262.0
886986_TY96_S15_L004_I1_001	99.99998406120191	29.0	10.0	36.36363636363637	213315959.0
886986_TY96_S15_L004_I2_001	99.99998452999009	59.0	10.0	36.36363636363637	213315959.0
892608_TY81_S1_L001_I1_001	99.999986809141	59.0	10.0	36.36363636363637	265335260.0
892608_TY81_S1_L001_I2_001	99.99998756290438	50.0	10.0	36.36363636363637	265335260.0
892608_TY82_S2_L001_I1_001	99.99997795628428	39.0	10.0	36.36363636363637	158775410.0
892608_TY82_S2_L001_I2_001	99.99997921592518	49.0	10.0	36.36363636363637	158775410.0
892608_TY83_S3_L001_I1_001	99.99998409252673	40.0	10.0	36.36363636363637	220022372.0
892608_TY83_S3_L001_I2_001	99.9999850015252	40.0	10.0	36.36363636363637	220022372.0
892608_TY84_S4_L001_I1_001	99.99998803790929	39.0	10.0	36.36363636363637	292590993.0
892608_TY84_S4_L001_I2_001	99.99998872145733	49.0	10.0	36.36363636363637	292590993.0
892608_TY85_S5_L001_I1_001	99.9999862216244	59.0	10.0	36.36363636363637	254021236.0
892608_TY85_S5_L001_I2_001	99.99998700896015	50.0	10.0	27.27272727272727	254021236.0
892608_TY86_S6_L001_I1_001	99.99998444269974	39.0	10.0	36.36363636363637	224974767.0
892608_TY86_S6_L001_I2_001	99.99998533168834	40.0	10.0	36.36363636363637	224974767.0
892608_TY88_S7_L001_I1_001	99.99977290775789	39.0	10.0	36.36363636363637	14531540.0
892608_TY88_S7_L001_I2_001	99.99977290775789	50.0	10.0	36.36363636363637	14531540.0
892608_TY89_S8_L001_I1_001	99.9999768120365	69.0	10.0	36.36363636363637	150940379.0
892608_TY89_S8_L001_I2_001	99.99997813706298	40.0	10.0	36.36363636363637	150940379.0
892608_TY90_S9_L001_I1_001	99.99997693199917	69.0	10.0	36.36363636363637	147390319.0
892608_TY90_S9_L001_I2_001	99.99997761046978	50.0	10.0	36.36363636363637	147390319.0
892608_TY91_S10_L001_I1_001	99.9999915717953	40.0	10.0	27.27272727272727	415272306.0
892608_TY91_S10_L001_I2_001	99.999992053407	59.0	10.0	36.36363636363637	415272306.0
892608_TY92_S11_L001_I1_001	99.99997282154621	30.0	10.0	36.36363636363637	125099096.0
892608_TY92_S11_L001_I2_001	99.9999736209125	39.0	10.0	36.36363636363637	125099096.0
892608_TY93_S12_L001_I1_001	99.99995922587077	69.0	10.0	36.36363636363637	85838743.0
892608_TY93_S12_L001_I2_001	99.99996155582102	40.0	10.0	27.27272727272727	85838743.0
892608_TY94_S13_L001_I1_001	99.99994265945982	69.0	10.0	27.27272727272727	61038839.0
892608_TY94_S13_L001_I2_001	99.99994593606212	30.0	10.0	27.27272727272727	61038839.0
892608_TY95_S14_L001_I1_001	99.99997260916794	29.0	10.0	36.36363636363637	127779981.0
892608_TY95_S14_L001_I2_001	99.99997417435834	50.0	10.0	36.36363636363637	127779981.0
892608_TY96_S15_L001_I1_001	99.99998375582672	29.0	10.0	36.36363636363637	215461873.0
892608_TY96_S15_L001_I2_001	99.9999846840652	59.0	10.0	36.36363636363637	215461873.0
