# TOTAL_GENES = 18215
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE                             TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Arterial                              SET     126     -0.11639   -0.0096472     0.092078      0.89689 Arterial
Arteriolar-SMC                        SET       4     -0.06934   -0.0010275      0.50666      0.55443 Arteriolar-SMC
Artirial-FB                           SET      17    -0.083153   -0.0025392      0.26182       0.6246 Artirial-FB
Astrocyte-activated                   SET    1123     0.067702     0.016284     0.032842     0.019639 Astrocyte-activated
Astrocyte-quiescent                   SET    1958     0.040171     0.012443     0.025402     0.056901 Astrocyte-quiescent
Capillary                             SET     351  -0.00075084  -0.00010322      0.05635      0.50532 Capillary
Ex-Neuron-ADARB2-ERBB4                SET     131     -0.16754    -0.014157     0.094842      0.96134 Ex-Neuron-ADARB2-ERBB4
Ex-Neuron-CBLN2-NRGN                  SET     105     -0.18345    -0.013889      0.10366      0.96161 Ex-Neuron-CBLN2-NRGN
Ex-Neuron-DLC1-HS3ST4                 SET     865    0.0034169   0.00072673     0.037513      0.46371 Ex-Neuron-DLC1-HS3ST4
Ex-Neuron-L2-3-CBLN2-LINC023...       SET    2425   0.00031588   0.00010731     0.022517       0.4944 Ex-Neuron-L2-3-CBLN2-LINC02306-CUX2
Ex-Neuron-L3-5-RORB-PLCH1             SET     576    0.0066643    0.0011662     0.046325      0.44281 Ex-Neuron-L3-5-RORB-PLCH1
Ex-Neuron-L4-5-RORB-IL1RAPL2          SET    1752    -0.016388   -0.0048321     0.026397      0.73264 Ex-Neuron-L4-5-RORB-IL1RAPL2
Ex-Neuron-L6-THEMIS-NFIA              SET     885    -0.011225   -0.0024134     0.036922      0.61944 Ex-Neuron-L6-THEMIS-NFIA
In-Neuron-ADARB2-GRM7                 SET     697    -0.019792    -0.003797     0.042046      0.68108 In-Neuron-ADARB2-GRM7
In-Neuron-ADARB2-IL1RAPL2-CS...       SET     228     0.089011    0.0098964     0.072623      0.11017 In-Neuron-ADARB2-IL1RAPL2-CSCL14
In-Neuron-ADARB2-LAMP5-NRG1           SET     532    0.0089316     0.001504     0.047845      0.42596 In-Neuron-ADARB2-LAMP5-NRG1
In-Neuron-ADARB2-NRG1-RELN            SET     108     0.096475    0.0074068      0.10511      0.17936 In-Neuron-ADARB2-NRG1-RELN
In-Neuron-DPP10-MEF2C                 SET     175    -0.044928   -0.0043827     0.082124      0.70783 In-Neuron-DPP10-MEF2C
In-Neuron-PRKG1-TBC1D4                SET     761    -0.040425   -0.0080886     0.039732      0.84552 In-Neuron-PRKG1-TBC1D4
In-Neuron-TRHDE-RALYL                 SET     290     0.034362    0.0043012       0.0648      0.29796 In-Neuron-TRHDE-RALYL
M-Pericyte                            SET      66     -0.22292    -0.013394      0.13054      0.95614 M-Pericyte
Meningeal-FB                          SET      29     -0.09633   -0.0038407      0.19441      0.68987 Meningeal-FB
Microglia-activated                   SET     978     0.077334     0.017432     0.034369     0.012228 Microglia-activated
Microglia-quiescent                   SET     545     0.086984      0.01482     0.046449     0.030564 Microglia-quiescent
Microglia-vascular                    SET      38     -0.16226   -0.0074038      0.15369      0.85447 Microglia-vascular
OPC-A                                 SET     489   -0.0029024  -0.00046913     0.050581      0.52288 OPC-A
OPC-B                                 SET     922    0.0096495    0.0021154     0.037299      0.39793 OPC-B
Oligo-A                               SET    2582     0.029346     0.010236     0.022641     0.097467 Oligo-A
Oligo-B                               SET    1352     0.082495     0.021626       0.0297    0.0027412 Oligo-B
Pericyte                              SET      24      -0.1728   -0.0062684      0.20466      0.80074 Pericyte
Pericyte-2                            SET      71     -0.15565    -0.009699      0.12107      0.90071 Pericyte-2
Perivascular                          SET     102      0.21339     0.015924      0.10362     0.019735 Perivascular
Perivascular-FB                       SET      85     -0.12154   -0.0082836      0.11505       0.8546 Perivascular-FB
Perivascular-FB-KAZN2                 SET      88    -0.070933   -0.0049185       0.1109      0.73879 Perivascular-FB-KAZN2
T-Pericyte                            SET     124    -0.045648   -0.0037536      0.09231      0.68952 T-Pericyte
T-cell-mixed                          SET     116      0.14575     0.011595     0.097209     0.066896 T-cell-mixed
T-cell-parenchymal-1                  SET      19       0.2531    0.0081702      0.25568      0.16112 T-cell-parenchymal-1
T-cell-parenchymal-2                  SET      18    -0.040402   -0.0012695      0.25188      0.56372 T-cell-parenchymal-2
T-cell-vascular                       SET      18      0.16737    0.0052589      0.25949      0.25947 T-cell-vascular
Trans-Endo-to-mural                   SET     117    -0.057039   -0.0045569     0.095063      0.72575 Trans-Endo-to-mural
Vascular-SMC                          SET      11     -0.42986    -0.010561      0.31167      0.91608 Vascular-SMC
Vascular-SMC-LINC00486                SET       5      -0.5305   -0.0087883        0.497       0.8571 Vascular-SMC-LINC00486
Venous                                SET     226    -0.087675   -0.0097054     0.068442       0.8999 Venous
ambiguous                             SET     141    -0.050443    -0.004421     0.091241      0.70981 ambiguous
low-feature-cells                     SET     141      0.10836    0.0094972     0.089495      0.11299 low-feature-cells
