# TOTAL_GENES = 18423
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE                             TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Arterial                              SET    1832     0.040973     0.012262     0.024143      0.04485 Arterial
Arteriolar-SMC                        SET     426     0.025567    0.0038426     0.047951      0.29696 Arteriolar-SMC
Artirial-FB                           SET     125   -0.0038593  -0.00031682      0.08296      0.51855 Artirial-FB
Astrocyte-activated                   SET    1003     0.041651    0.0094504     0.031592     0.093698 Astrocyte-activated
Astrocyte-quiescent                   SET    1781     0.024647    0.0072836     0.024026      0.15249 Astrocyte-quiescent
Capillary                             SET    1576     0.036688     0.010262      0.02572     0.076878 Capillary
Ex-Neuron-ADARB2-ERBB4                SET     118   -0.0045333  -0.00036165      0.09212      0.51962 Ex-Neuron-ADARB2-ERBB4
Ex-Neuron-CBLN2-NRGN                  SET     102    -0.060291   -0.0044738     0.097015      0.73285 Ex-Neuron-CBLN2-NRGN
Ex-Neuron-DLC1-HS3ST4                 SET    1027     0.003027   0.00069449     0.031645       0.4619 Ex-Neuron-DLC1-HS3ST4
Ex-Neuron-L2-3-CBLN2-LINC023...       SET    2401     0.013286    0.0044729     0.021194      0.26538 Ex-Neuron-L2-3-CBLN2-LINC02306-CUX2
Ex-Neuron-L3-5-RORB-PLCH1             SET     749   -0.0059212   -0.0011694     0.037344      0.56299 Ex-Neuron-L3-5-RORB-PLCH1
Ex-Neuron-L4-5-RORB-IL1RAPL2          SET    1904    0.0037648    0.0011461     0.023681      0.43684 Ex-Neuron-L4-5-RORB-IL1RAPL2
Ex-Neuron-L6-THEMIS-NFIA              SET    1064    -0.017849    -0.004164     0.031052      0.71729 Ex-Neuron-L6-THEMIS-NFIA
In-Neuron-ADARB2-GRM7                 SET     779    -0.015165   -0.0030519     0.037084      0.65871 In-Neuron-ADARB2-GRM7
In-Neuron-ADARB2-IL1RAPL2-CS...       SET     339    0.0028552   0.00038374     0.056096       0.4797 In-Neuron-ADARB2-IL1RAPL2-CSCL14
In-Neuron-ADARB2-LAMP5-NRG1           SET     670     0.013578    0.0025419     0.039132      0.36431 In-Neuron-ADARB2-LAMP5-NRG1
In-Neuron-ADARB2-NRG1-RELN            SET     104     0.062259    0.0046647      0.10242      0.27164 In-Neuron-ADARB2-NRG1-RELN
In-Neuron-DPP10-MEF2C                 SET     257    -0.044173   -0.0051809     0.063475      0.75675 In-Neuron-DPP10-MEF2C
In-Neuron-PRKG1-TBC1D4                SET     871   -0.0056093   -0.0011905     0.034299      0.56495 In-Neuron-PRKG1-TBC1D4
In-Neuron-TRHDE-RALYL                 SET     375     0.029993    0.0042355     0.053167      0.28634 In-Neuron-TRHDE-RALYL
M-Pericyte                            SET     906     0.092569     0.020018     0.033453    0.0028313 M-Pericyte
Meningeal-FB                          SET      80   -0.0092968  -0.00061131      0.11108      0.53335 Meningeal-FB
Microglia-activated                   SET     795      0.11291     0.022944     0.034227   0.00048655 Microglia-activated
Microglia-quiescent                   SET     370       0.1709     0.023975     0.051168   0.00041989 Microglia-quiescent
Microglia-vascular                    SET      80      0.37217     0.024472     0.097599   6.8838e-05 Microglia-vascular
OPC-A                                 SET     548   -0.0043221  -0.00073428     0.043622      0.53946 OPC-A
OPC-B                                 SET     930     0.023552    0.0051564     0.033734      0.24255 OPC-B
Oligo-A                               SET    2373     0.040494     0.013565     0.021384     0.029145 Oligo-A
Oligo-B                               SET    1588     0.070649     0.019829     0.025547    0.0028455 Oligo-B
Pericyte                              SET     445     0.066171     0.010159     0.047149     0.080255 Pericyte
Pericyte-2                            SET     467     0.072309     0.011366     0.046703     0.060788 Pericyte-2
Pericyte-FB                           SET      71    -0.017812   -0.0011037      0.11397       0.5621 Pericyte-FB
Perivascular                          SET      95      0.38104     0.027293     0.090533   1.2906e-05 Perivascular
Perivascular-FB                       SET     111     -0.06475    -0.005011     0.089091      0.76632 Perivascular-FB
Perivascular-FB-KAZN2                 SET      91    -0.048593   -0.0034068      0.10492      0.67837 Perivascular-FB-KAZN2
T-Pericyte                            SET     951     0.088853      0.01966     0.032809    0.0033864 T-Pericyte
T-cell-mixed                          SET     102      0.12505    0.0092795     0.087904     0.077432 T-cell-mixed
T-cell-parenchymal-1                  SET      30      0.17959    0.0072415      0.15978      0.13052 T-cell-parenchymal-1
T-cell-parenchymal-2                  SET      21        0.157    0.0052977      0.18703      0.20063 T-cell-parenchymal-2
T-cell-vascular                       SET     106      0.11312    0.0085557      0.08904      0.10198 T-cell-vascular
Trans-Endo-to-mural                   SET    1627     0.052138     0.014795     0.025136     0.019036 Trans-Endo-to-mural
Vascular-SMC                          SET     625    0.0090365     0.001636      0.03987      0.41035 Vascular-SMC
Vascular-SMC-LINC00486                SET      92     0.066395    0.0046803      0.10473      0.26306 Vascular-SMC-LINC00486
Venous                                SET    1457     0.020174    0.0054447     0.026352      0.22197 Venous
ambiguous                             SET     256    0.0050289   0.00058869     0.063901      0.46864 ambiguous
low-feature-cells                     SET     132     0.094153    0.0079413     0.086666      0.13866 low-feature-cells
