# TOTAL_GENES = 18144
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE                             TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Arterial                              SET     126     -0.11415   -0.0094798     0.090805      0.89563 Arterial
Arteriolar-SMC                        SET       4    -0.065567  -0.00097345      0.49965       0.5522 Arteriolar-SMC
Artirial-FB                           SET      17    -0.080811   -0.0024725      0.25819      0.62285 Artirial-FB
Astrocyte-activated                   SET    1121     0.062206     0.014977      0.03242     0.027518 Astrocyte-activated
Astrocyte-quiescent                   SET    1955      0.03687     0.011432     0.025077     0.070756 Astrocyte-quiescent
Capillary                             SET     351    0.0029769   0.00041004     0.055572      0.47864 Capillary
Ex-Neuron-ADARB2-ERBB4                SET     131      -0.1649    -0.013961     0.093535      0.96103 Ex-Neuron-ADARB2-ERBB4
Ex-Neuron-CBLN2-NRGN                  SET     105     -0.18106    -0.013734      0.10222      0.96173 Ex-Neuron-CBLN2-NRGN
Ex-Neuron-DLC1-HS3ST4                 SET     862    0.0081685    0.0017377     0.037083      0.41283 Ex-Neuron-DLC1-HS3ST4
Ex-Neuron-L2-3-CBLN2-LINC023...       SET    2423    0.0040227    0.0013684     0.022216      0.42816 Ex-Neuron-L2-3-CBLN2-LINC02306-CUX2
Ex-Neuron-L3-5-RORB-PLCH1             SET     576     0.010455     0.001833     0.045685       0.4095 Ex-Neuron-L3-5-RORB-PLCH1
Ex-Neuron-L4-5-RORB-IL1RAPL2          SET    1748    -0.014872   -0.0043882     0.026076      0.71577 Ex-Neuron-L4-5-RORB-IL1RAPL2
Ex-Neuron-L6-THEMIS-NFIA              SET     883   -0.0045832  -0.00098619     0.036472         0.55 Ex-Neuron-L6-THEMIS-NFIA
In-Neuron-ADARB2-GRM7                 SET     697    -0.015378   -0.0029557     0.041467      0.64462 In-Neuron-ADARB2-GRM7
In-Neuron-ADARB2-IL1RAPL2-CS...       SET     228     0.098541     0.010977     0.071621     0.084442 In-Neuron-ADARB2-IL1RAPL2-CSCL14
In-Neuron-ADARB2-LAMP5-NRG1           SET     532     0.012298    0.0020748     0.047188      0.39719 In-Neuron-ADARB2-LAMP5-NRG1
In-Neuron-ADARB2-NRG1-RELN            SET     108        0.104    0.0080003      0.10366      0.15786 In-Neuron-ADARB2-NRG1-RELN
In-Neuron-DPP10-MEF2C                 SET     175    -0.037275   -0.0036432     0.080994      0.67732 In-Neuron-DPP10-MEF2C
In-Neuron-PRKG1-TBC1D4                SET     761    -0.038911   -0.0078003     0.039184      0.83965 In-Neuron-PRKG1-TBC1D4
In-Neuron-TRHDE-RALYL                 SET     290     0.043625    0.0054711     0.063907      0.24743 In-Neuron-TRHDE-RALYL
M-Pericyte                            SET      66     -0.22761    -0.013703      0.12874      0.96146 M-Pericyte
Meningeal-FB                          SET      29    -0.094334   -0.0037685      0.19172      0.68865 Meningeal-FB
Microglia-activated                   SET     977     0.077664      0.01753      0.03391     0.011008 Microglia-activated
Microglia-quiescent                   SET     545     0.092447      0.01578     0.045808     0.021795 Microglia-quiescent
Microglia-vascular                    SET      38      -0.1513    -0.006917       0.1516      0.84086 Microglia-vascular
OPC-A                                 SET     489  -0.00090859  -0.00014714     0.049882      0.50727 OPC-A
OPC-B                                 SET     922     0.011889    0.0026111     0.036784      0.37327 OPC-B
Oligo-A                               SET    2580     0.031068     0.010851     0.022339     0.082162 Oligo-A
Oligo-B                               SET    1350     0.080439      0.02111     0.029318    0.0030406 Oligo-B
Pericyte                              SET      24     -0.17032   -0.0061904      0.20183      0.80062 Pericyte
Pericyte-2                            SET      71     -0.15321   -0.0095657      0.11939       0.9003 Pericyte-2
Perivascular                          SET     102      0.22012     0.016458      0.10218     0.015619 Perivascular
Perivascular-FB                       SET      85     -0.11952   -0.0081613      0.11346       0.8539 Perivascular-FB
Perivascular-FB-KAZN2                 SET      88    -0.069762   -0.0048467      0.10936      0.73822 Perivascular-FB-KAZN2
T-Pericyte                            SET     124    -0.047024   -0.0038742     0.091034      0.69726 T-Pericyte
T-cell-mixed                          SET     116      0.14549     0.011596     0.095864     0.064559 T-cell-mixed
T-cell-parenchymal-1                  SET      19      0.25518    0.0082537      0.25214      0.15576 T-cell-parenchymal-1
T-cell-parenchymal-2                  SET      18    -0.047414   -0.0014927       0.2484      0.57569 T-cell-parenchymal-2
T-cell-vascular                       SET      18      0.16987     0.005348       0.2559       0.2534 T-cell-vascular
Trans-Endo-to-mural                   SET     117    -0.052593   -0.0042098     0.093748       0.7126 Trans-Endo-to-mural
Vascular-SMC                          SET      11     -0.42665    -0.010502      0.30736      0.91744 Vascular-SMC
Vascular-SMC-LINC00486                SET       5     -0.51973   -0.0086267      0.49013      0.85551 Vascular-SMC-LINC00486
Venous                                SET     226    -0.083641   -0.0092767     0.067497      0.89235 Venous
ambiguous                             SET     141    -0.050261   -0.0044136     0.089979      0.71177 ambiguous
low-feature-cells                     SET     141      0.10858    0.0095349     0.088257       0.1093 low-feature-cells
