# TOTAL_GENES = 18353
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE                             TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Arterial                              SET     126     -0.13964     -0.01153     0.084239      0.95129 Arterial
Arteriolar-SMC                        SET       4      0.16742    0.0024714      0.63734       0.3964 Arteriolar-SMC
Artirial-FB                           SET      17     -0.07935   -0.0024139      0.21798      0.64207 Artirial-FB
Astrocyte-activated                   SET    1122     0.026252    0.0062894     0.029633      0.18784 Astrocyte-activated
Astrocyte-quiescent                   SET    1956     0.031038    0.0095779     0.023197     0.090454 Astrocyte-quiescent
Capillary                             SET     351    -0.018261   -0.0025012      0.05099      0.63988 Capillary
Ex-Neuron-ADARB2-ERBB4                SET     131     -0.14554    -0.012252     0.086555      0.95365 Ex-Neuron-ADARB2-ERBB4
Ex-Neuron-CBLN2-NRGN                  SET     105    -0.069647   -0.0052531     0.095717      0.76658 Ex-Neuron-CBLN2-NRGN
Ex-Neuron-DLC1-HS3ST4                 SET     863     0.018241    0.0038614     0.034366      0.29779 Ex-Neuron-DLC1-HS3ST4
Ex-Neuron-L2-3-CBLN2-LINC023...       SET    2424   -0.0019697  -0.00066691     0.020851      0.53763 Ex-Neuron-L2-3-CBLN2-LINC02306-CUX2
Ex-Neuron-L3-5-RORB-PLCH1             SET     576     0.018233    0.0031791     0.042507      0.33399 Ex-Neuron-L3-5-RORB-PLCH1
Ex-Neuron-L4-5-RORB-IL1RAPL2          SET    1750  -0.00098996  -0.00029076     0.024231      0.51629 Ex-Neuron-L4-5-RORB-IL1RAPL2
Ex-Neuron-L6-THEMIS-NFIA              SET     884    -0.010546   -0.0022581     0.033512       0.6235 Ex-Neuron-L6-THEMIS-NFIA
In-Neuron-ADARB2-GRM7                 SET     697    0.0098495    0.0018827     0.038005      0.39776 In-Neuron-ADARB2-GRM7
In-Neuron-ADARB2-IL1RAPL2-CS...       SET     228       0.1127     0.012483     0.067846     0.048361 In-Neuron-ADARB2-IL1RAPL2-CSCL14
In-Neuron-ADARB2-LAMP5-NRG1           SET     532     0.050163    0.0084162     0.044079      0.12756 In-Neuron-ADARB2-LAMP5-NRG1
In-Neuron-ADARB2-NRG1-RELN            SET     108      0.12168    0.0093071      0.09943      0.11053 In-Neuron-ADARB2-NRG1-RELN
In-Neuron-DPP10-MEF2C                 SET     175     -0.01264   -0.0012285     0.076052        0.566 In-Neuron-DPP10-MEF2C
In-Neuron-PRKG1-TBC1D4                SET     761    0.0060493     0.001206     0.036276      0.43378 In-Neuron-PRKG1-TBC1D4
In-Neuron-TRHDE-RALYL                 SET     290     0.026766    0.0033379     0.059447      0.32627 In-Neuron-TRHDE-RALYL
M-Pericyte                            SET      66    -0.066867   -0.0040028      0.11569      0.71836 M-Pericyte
Meningeal-FB                          SET      29    -0.064394   -0.0025578      0.16998      0.64759 Meningeal-FB
Microglia-activated                   SET     978     0.095307     0.021407     0.030825   0.00099632 Microglia-activated
Microglia-quiescent                   SET     545        0.113     0.019182     0.041816    0.0034457 Microglia-quiescent
Microglia-vascular                    SET      39     -0.16149   -0.0074368      0.14509      0.86714 Microglia-vascular
OPC-A                                 SET     490    0.0017686   0.00028511     0.045459      0.48448 OPC-A
OPC-B                                 SET     923     0.027347    0.0059768     0.033358      0.20616 OPC-B
Oligo-A                               SET    2580     0.014166    0.0049242     0.020635       0.2462 Oligo-A
Oligo-B                               SET    1350     0.068554     0.017897     0.027003    0.0055677 Oligo-B
Pericyte                              SET      24      0.06054    0.0021879      0.18282      0.37027 Pericyte
Pericyte-2                            SET      71    -0.043628   -0.0027084      0.11054      0.65346 Pericyte-2
Perivascular                          SET     102      0.31509     0.023425     0.087909   0.00016955 Perivascular
Perivascular-FB                       SET      85     -0.12016    -0.008159     0.097241      0.89171 Perivascular-FB
Perivascular-FB-KAZN2                 SET      88    -0.012931  -0.00089327     0.096908      0.55307 Perivascular-FB-KAZN2
T-Pericyte                            SET     124     0.034416    0.0028194     0.085163      0.34306 T-Pericyte
T-cell-mixed                          SET     116      0.19259     0.015263      0.08309     0.010236 T-cell-mixed
T-cell-parenchymal-1                  SET      19      0.29566    0.0095082      0.20503     0.074662 T-cell-parenchymal-1
T-cell-parenchymal-2                  SET      18     0.075554     0.002365      0.19837      0.35165 T-cell-parenchymal-2
T-cell-vascular                       SET      19      0.12256    0.0039415      0.21097      0.28064 T-cell-vascular
Trans-Endo-to-mural                   SET     117    -0.049866   -0.0039689     0.087597      0.71541 Trans-Endo-to-mural
Vascular-SMC                          SET      11     -0.39263   -0.0096098       0.3328      0.88095 Vascular-SMC
Vascular-SMC-LINC00486                SET       5     -0.45858   -0.0075683      0.57323      0.78814 Vascular-SMC-LINC00486
Venous                                SET     226     -0.15145    -0.016702     0.063704      0.99127 Venous
ambiguous                             SET     141    -0.037513   -0.0032755      0.08544      0.66969 ambiguous
low-feature-cells                     SET     141      0.10705    0.0093475     0.080997     0.093146 low-feature-cells
