Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
01_P_21_S1_L001_R1_001	16.23942062259968	49.0	28.0	0.0	74661927.0
01_P_21_S1_L001_R2_001	25.97634323221672	42.0	150.0	9.090909090909092	74661927.0
01_P_21_S1_L002_R1_001	16.247758140831763	49.0	28.0	0.0	73554277.0
01_P_21_S1_L002_R2_001	26.1106719581838	42.0	150.0	9.090909090909092	73554277.0
01_P_21_S1_L003_R1_001	15.963369750319345	49.0	28.0	0.0	68920918.0
01_P_21_S1_L003_R2_001	26.008009232895873	42.0	150.0	9.090909090909092	68920918.0
01_P_21_S1_L004_R1_001	14.975934327695924	49.0	28.0	0.0	67414708.0
01_P_21_S1_L004_R2_001	25.19013927410964	42.0	150.0	9.090909090909092	67414708.0
02_P_22_S2_L001_R1_001	14.007113441216418	49.0	28.0	0.0	74111809.0
02_P_22_S2_L001_R2_001	26.286423104128275	42.0	150.0	9.090909090909092	74111809.0
02_P_22_S2_L002_R1_001	14.026613154159733	49.0	28.0	0.0	73265590.0
02_P_22_S2_L002_R2_001	26.271034500956773	42.0	150.0	0.0	73265590.0
02_P_22_S2_L003_R1_001	13.763553128210276	49.0	28.0	0.0	68739151.0
02_P_22_S2_L003_R2_001	26.427846933938497	42.0	150.0	9.090909090909092	68739151.0
02_P_22_S2_L004_R1_001	12.719838366172937	49.0	28.0	0.0	67267981.0
02_P_22_S2_L004_R2_001	25.537297765137197	42.0	150.0	9.090909090909092	67267981.0
03_P_23_S3_L001_R1_001	5.900291042942811	49.0	28.0	0.0	62429543.0
03_P_23_S3_L001_R2_001	19.322830132120316	41.0	150.0	0.0	62429543.0
03_P_23_S3_L002_R1_001	6.181171764211328	49.0	28.0	0.0	61681207.0
03_P_23_S3_L002_R2_001	19.39899237640094	41.0	150.0	0.0	61681207.0
03_P_23_S3_L003_R1_001	6.431261500656646	49.0	28.0	0.0	57777382.0
03_P_23_S3_L003_R2_001	19.287583850314178	41.0	150.0	0.0	57777382.0
03_P_23_S3_L004_R1_001	5.3961477083527996	49.0	28.0	0.0	56502821.0
03_P_23_S3_L004_R2_001	18.512584116949853	41.0	150.0	0.0	56502821.0
04_P_24_S4_L001_R1_001	19.849464785992794	49.0	28.0	0.0	69097471.0
04_P_24_S4_L001_R2_001	25.318882910747206	43.0	150.0	9.090909090909092	69097471.0
04_P_24_S4_L002_R1_001	19.803570811975035	49.0	28.0	0.0	68232954.0
04_P_24_S4_L002_R2_001	25.749644464229277	43.0	150.0	9.090909090909092	68232954.0
04_P_24_S4_L003_R1_001	19.38079135197924	49.0	28.0	0.0	63996523.0
04_P_24_S4_L003_R2_001	25.341445532329203	43.0	150.0	9.090909090909092	63996523.0
04_P_24_S4_L004_R1_001	18.361788273055552	49.0	28.0	0.0	62590559.0
04_P_24_S4_L004_R2_001	24.66535840335034	43.0	150.0	9.090909090909092	62590559.0
05_V_21_S5_L001_R1_001	35.03938575567879	49.0	28.0	0.0	76472248.0
05_V_21_S5_L001_R2_001	29.583113630214015	44.0	150.0	9.090909090909092	76472248.0
05_V_21_S5_L002_R1_001	35.00964234399997	49.0	28.0	0.0	75573698.0
05_V_21_S5_L002_R2_001	30.009450182860803	44.0	150.0	9.090909090909092	75573698.0
05_V_21_S5_L003_R1_001	34.15318711662488	49.0	28.0	0.0	71083440.0
05_V_21_S5_L003_R2_001	29.63609920021922	44.0	150.0	9.090909090909092	71083440.0
05_V_21_S5_L004_R1_001	33.1917709149954	49.0	28.0	0.0	69529219.0
05_V_21_S5_L004_R2_001	28.902720398132487	44.0	150.0	9.090909090909092	69529219.0
06_V_22_S6_L001_R1_001	21.594594271692273	49.0	28.0	0.0	80626246.0
06_V_22_S6_L001_R2_001	28.73001082316449	42.0	150.0	9.090909090909092	80626246.0
06_V_22_S6_L002_R1_001	21.725637110382124	49.0	28.0	0.0	79610954.0
06_V_22_S6_L002_R2_001	28.973687386484798	42.0	150.0	9.090909090909092	79610954.0
06_V_22_S6_L003_R1_001	21.091051006594185	49.0	28.0	0.0	74561753.0
06_V_22_S6_L003_R2_001	28.666586567550567	42.0	150.0	9.090909090909092	74561753.0
06_V_22_S6_L004_R1_001	19.918832655112936	49.0	28.0	0.0	73126524.0
06_V_22_S6_L004_R2_001	27.98768595086122	42.0	150.0	9.090909090909092	73126524.0
07_V_23_S7_L001_R1_001	30.822850310141234	49.0	28.0	0.0	87061394.0
07_V_23_S7_L001_R2_001	29.459551819460955	43.0	150.0	9.090909090909092	87061394.0
07_V_23_S7_L002_R1_001	30.791692143983767	49.0	28.0	0.0	85792782.0
07_V_23_S7_L002_R2_001	29.946871698635263	43.0	150.0	9.090909090909092	85792782.0
07_V_23_S7_L003_R1_001	29.895026194731756	49.0	28.0	0.0	79771423.0
07_V_23_S7_L003_R2_001	29.403802762544387	43.0	150.0	9.090909090909092	79771423.0
07_V_23_S7_L004_R1_001	28.655384007642766	49.0	28.0	0.0	78170830.0
07_V_23_S7_L004_R2_001	28.400331589064336	43.0	150.0	9.090909090909092	78170830.0
08_V_24_S8_L001_R1_001	42.90656911490694	49.0	28.0	0.0	73365492.0
08_V_24_S8_L001_R2_001	30.905458039525797	43.0	150.0	9.090909090909092	73365492.0
08_V_24_S8_L002_R1_001	42.71833675646685	49.0	28.0	0.0	72178078.0
08_V_24_S8_L002_R2_001	31.3048493683377	43.0	150.0	9.090909090909092	72178078.0
08_V_24_S8_L003_R1_001	41.10600567144169	49.0	28.0	0.0	67129279.0
08_V_24_S8_L003_R2_001	30.595357064162016	43.0	150.0	9.090909090909092	67129279.0
08_V_24_S8_L004_R1_001	40.18011505855773	49.0	28.0	0.0	65561019.0
08_V_24_S8_L004_R2_001	29.51420980477502	43.0	150.0	9.090909090909092	65561019.0
09_P_25_S9_L001_R1_001	7.425305658178615	49.0	28.0	0.0	72425507.0
09_P_25_S9_L001_R2_001	21.111871124497412	40.0	150.0	0.0	72425507.0
09_P_25_S9_L002_R1_001	7.527826286934541	49.0	28.0	0.0	71176909.0
09_P_25_S9_L002_R2_001	21.12271408728826	40.0	150.0	0.0	71176909.0
09_P_25_S9_L003_R1_001	7.640820994972287	49.0	28.0	0.0	65951146.0
09_P_25_S9_L003_R2_001	20.939093021833315	40.0	150.0	0.0	65951146.0
09_P_25_S9_L004_R1_001	6.676752211107271	49.0	28.0	0.0	64382502.0
09_P_25_S9_L004_R2_001	19.861276470060787	40.0	150.0	0.0	64382502.0
10_P_26_S10_L001_R1_001	21.6682161154595	49.0	28.0	0.0	79433139.0
10_P_26_S10_L001_R2_001	26.64755185597116	41.0	150.0	0.0	79433139.0
10_P_26_S10_L002_R1_001	21.625207830232654	49.0	28.0	0.0	78282928.0
10_P_26_S10_L002_R2_001	27.030011291025346	41.0	150.0	0.0	78282928.0
10_P_26_S10_L003_R1_001	20.9949642956027	49.0	28.0	0.0	73036750.0
10_P_26_S10_L003_R2_001	26.507740760955087	41.0	150.0	0.0	73036750.0
10_P_26_S10_L004_R1_001	19.78219042088601	49.0	28.0	0.0	71284752.0
10_P_26_S10_L004_R2_001	25.733040089503646	41.0	150.0	0.0	71284752.0
11_V_25_S11_L001_R1_001	19.066583932968868	49.0	28.0	0.0	72088545.0
11_V_25_S11_L001_R2_001	28.102863798743158	42.0	150.0	9.090909090909092	72088545.0
11_V_25_S11_L002_R1_001	18.889385540822374	49.0	28.0	0.0	71002098.0
11_V_25_S11_L002_R2_001	28.341117612782227	42.0	150.0	9.090909090909092	71002098.0
11_V_25_S11_L003_R1_001	18.396968066843257	49.0	28.0	0.0	66430506.0
11_V_25_S11_L003_R2_001	28.168428055795133	42.0	150.0	9.090909090909092	66430506.0
11_V_25_S11_L004_R1_001	17.190272889493215	49.0	28.0	0.0	64912650.0
11_V_25_S11_L004_R2_001	26.950089855126905	42.0	150.0	9.090909090909092	64912650.0
12_V_26_S12_L001_R1_001	50.577961679525544	49.0	28.0	9.090909090909092	72855693.0
