# MEAN_SAMPLE_SIZE = 36989
# TOTAL_GENES = 18934
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                             TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Astrocyte-activated                   SET    1270     0.074388     0.018609     0.030297     0.007045 Astrocyte-activated
Astrocyte-quiescent                   SET    1261        0.112     0.027925     0.030626   0.00012808 Astrocyte-quiescent
Ex-Neuron-ADARB2-ERBB4                SET    1287      0.13491     0.033958     0.030612   5.2812e-06 Ex-Neuron-ADARB2-ERBB4
Ex-Neuron-CBLN2-NRGN                  SET    1251      0.15387     0.038224      0.03065   2.6138e-07 Ex-Neuron-CBLN2-NRGN
Ex-Neuron-DLC1-HS3ST4                 SET    1272      0.15376     0.038493     0.030496   2.3342e-07 Ex-Neuron-DLC1-HS3ST4
Ex-Neuron-L2-3-CBLN2-LINC023...       SET    1288      0.13573     0.034175     0.030101   3.2855e-06 Ex-Neuron-L2-3-CBLN2-LINC02306-CUX2
Ex-Neuron-L3-5-RORB-PLCH1             SET    1261      0.12117     0.030211     0.030644    3.862e-05 Ex-Neuron-L3-5-RORB-PLCH1
Ex-Neuron-L4-5-RORB-IL1RAPL2          SET    1274      0.14494     0.036312     0.030452   9.7962e-07 Ex-Neuron-L4-5-RORB-IL1RAPL2
Ex-Neuron-L6-THEMIS-NFIA              SET    1277      0.14739     0.036964     0.030673   7.8215e-07 Ex-Neuron-L6-THEMIS-NFIA
In-Neuron-ADARB2-GRM7                 SET    1297      0.14103     0.035625     0.030693   2.1855e-06 In-Neuron-ADARB2-GRM7
In-Neuron-ADARB2-IL1RAPL2-CS...       SET    1297      0.15296     0.038639     0.030538   2.7749e-07 In-Neuron-ADARB2-IL1RAPL2-CSCL14
In-Neuron-ADARB2-LAMP5-NRG1           SET    1305      0.16219     0.041087     0.030275   4.2998e-08 In-Neuron-ADARB2-LAMP5-NRG1
In-Neuron-ADARB2-NRG1-RELN            SET    1292      0.14492     0.036542     0.030431   9.6813e-07 In-Neuron-ADARB2-NRG1-RELN
In-Neuron-DPP10-MEF2C                 SET    1297      0.15589      0.03938     0.030589   1.7557e-07 In-Neuron-DPP10-MEF2C
In-Neuron-PRKG1-TBC1D4                SET    1295       0.1534     0.038722      0.03051    2.515e-07 In-Neuron-PRKG1-TBC1D4
In-Neuron-TRHDE-RALYL                 SET    1296      0.17378     0.043882     0.030513   6.2972e-09 In-Neuron-TRHDE-RALYL
Microglia-activated                   SET    1291     0.036886    0.0092978     0.029747       0.1075 Microglia-activated
Microglia-quiescent                   SET    1282      0.12152     0.030533     0.030055   2.6498e-05 Microglia-quiescent
Microglia-vascular                    SET    1296      0.14774     0.037307     0.030074   4.5494e-07 Microglia-vascular
OPC-A                                 SET    1271      0.14222     0.035589     0.030723   1.8553e-06 OPC-A
OPC-B                                 SET    1305      0.13853     0.035094     0.030355   2.5357e-06 OPC-B
Oligo-A                               SET    1305      0.13397     0.033937     0.030099   4.3123e-06 Oligo-A
Oligo-B                               SET    1294      0.17176     0.043341     0.030198   6.5739e-09 Oligo-B
Perivascular                          SET    1291      0.12894     0.032503      0.02973   7.2715e-06 Perivascular
T-cell-mixed                          SET    1295      0.11413      0.02881     0.030159   7.7387e-05 T-cell-mixed
T-cell-parenchymal-1                  SET    1306      0.14929     0.037833     0.029942   3.1232e-07 T-cell-parenchymal-1
T-cell-parenchymal-2                  SET    1290     0.027822    0.0070106     0.030086      0.17755 T-cell-parenchymal-2
ambiguous                             SET    1267      0.15496     0.038722     0.030714    2.295e-07 ambiguous
low-feature-cells                     SET    1315      0.13488     0.034291     0.029556   2.5373e-06 low-feature-cells
