# TOTAL_GENES = 18144
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE                             TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
T-Pericyte                            SET    1276     0.084434      0.02159     0.030435    0.0027691 T-Pericyte
M-Pericyte                            SET    1278     0.090113     0.023059     0.030513    0.0015741 M-Pericyte
Pericyte                              SET    1285     0.058799     0.015084     0.029968     0.024887 Pericyte
Pericyte-2                            SET    1264     0.078798     0.020061     0.030558    0.0049633 Pericyte-2
Oligo-A                               SET    1291      0.05419     0.013932     0.030445     0.037555 Oligo-A
Astrocyte-activated                   SET    1234     0.073988     0.018628     0.030815    0.0081794 Astrocyte-activated
Vascular-SMC                          SET    1276     0.089819     0.022967     0.029816    0.0012976 Vascular-SMC
Arteriolar-SMC                        SET    1275     0.072179      0.01845     0.030263    0.0085432 Arteriolar-SMC
Vascular-SMC-LINC00486                SET    1280     0.043246     0.011074      0.02941     0.070728 Vascular-SMC-LINC00486
Trans-Endo-to-mural                   SET    1289     0.063951     0.016429     0.029829     0.016026 Trans-Endo-to-mural
Oligo-B                               SET    1269     0.074371     0.018968     0.029782    0.0062636 Oligo-B
Perivascular-FB-KAZN2                 SET    1286      0.10064     0.025826     0.029547   0.00033032 Perivascular-FB-KAZN2
Perivascular-FB                       SET    1275     0.077403     0.019785     0.030733    0.0058964 Perivascular-FB
Meningeal-FB                          SET    1288     0.050025     0.012847     0.029917     0.047257 Meningeal-FB
Artirial-FB                           SET    1267     0.033453    0.0085262     0.029915      0.13173 Artirial-FB
Pericyte-FB                           SET    1271     0.039956     0.010198     0.029838     0.090283 Pericyte-FB
Capillary                             SET    1268     0.048313     0.012318     0.030401     0.056019 Capillary
Arterial                              SET    1284     0.064467     0.016532     0.030596     0.017564 Arterial
Venous                                SET    1280     0.038503    0.0098597     0.029937     0.099208 Venous
T-cell-mixed                          SET    1283      0.10087     0.025859     0.030572   0.00048529 T-cell-mixed
T-cell-vascular                       SET    1288      0.08171     0.020984     0.029577    0.0028696 T-cell-vascular
T-cell-parenchymal-1                  SET    1275     0.062497     0.015975      0.02968     0.017623 T-cell-parenchymal-1
T-cell-parenchymal-2                  SET    1242     -0.01508    -0.003808     0.028685      0.70045 T-cell-parenchymal-2
Microglia-quiescent                   SET    1269      0.06807     0.017361     0.030534     0.012903 Microglia-quiescent
Microglia-activated                   SET    1275     0.090904     0.023236     0.030306    0.0013539 Microglia-activated
Perivascular                          SET    1277     0.084673     0.021659     0.030397    0.0026748 Perivascular
Microglia-vascular                    SET    1283     0.083129      0.02131      0.02928    0.0022647 Microglia-vascular
Astrocyte-quiescent                   SET    1222   0.00058483   0.00014658     0.031069      0.49249 Astrocyte-quiescent
OPC-A                                 SET    1222     0.040232     0.010083     0.031702      0.10222 OPC-A
OPC-B                                 SET    1253     0.050869     0.012898     0.031591     0.053682 OPC-B
Ex-Neuron-L2-3-CBLN2-LINC023...       SET    1251    0.0041252    0.0010452     0.030915      0.44692 Ex-Neuron-L2-3-CBLN2-LINC02306-CUX2
Ex-Neuron-ADARB2-ERBB4                SET    1203    -0.051003     -0.01269     0.031114      0.94941 Ex-Neuron-ADARB2-ERBB4
In-Neuron-PRKG1-TBC1D4                SET    1237    -0.026864   -0.0067713     0.030597      0.81003 In-Neuron-PRKG1-TBC1D4
In-Neuron-ADARB2-LAMP5-NRG1           SET    1231    -0.020449   -0.0051427     0.030683      0.74744 In-Neuron-ADARB2-LAMP5-NRG1
Ex-Neuron-L4-5-RORB-IL1RAPL2          SET    1241     0.020938    0.0052854      0.03063      0.24712 Ex-Neuron-L4-5-RORB-IL1RAPL2
Ex-Neuron-L6-THEMIS-NFIA              SET    1224    -0.010123   -0.0025391     0.030601       0.6296 Ex-Neuron-L6-THEMIS-NFIA
Ex-Neuron-L3-5-RORB-PLCH1             SET    1219   -0.0052242   -0.0013079     0.031098       0.5667 Ex-Neuron-L3-5-RORB-PLCH1
Ex-Neuron-DLC1-HS3ST4                 SET    1226     0.012526    0.0031442     0.030719      0.34173 Ex-Neuron-DLC1-HS3ST4
Ex-Neuron-CBLN2-NRGN                  SET    1201    0.0082779    0.0020581     0.030795      0.39404 Ex-Neuron-CBLN2-NRGN
In-Neuron-ADARB2-GRM7                 SET    1250    -0.020679   -0.0052376      0.03088      0.74846 In-Neuron-ADARB2-GRM7
In-Neuron-TRHDE-RALYL                 SET    1266     0.017001    0.0043314     0.031223      0.29305 In-Neuron-TRHDE-RALYL
In-Neuron-ADARB2-IL1RAPL2-CS...       SET    1244    0.0079821    0.0020172     0.031282       0.3993 In-Neuron-ADARB2-IL1RAPL2-CSCL14
In-Neuron-ADARB2-NRG1-RELN            SET    1269     0.018406    0.0046945     0.031211      0.27769 In-Neuron-ADARB2-NRG1-RELN
In-Neuron-DPP10-MEF2C                 SET    1236     0.010835    0.0027299     0.030681      0.36199 In-Neuron-DPP10-MEF2C
