# MEAN_SAMPLE_SIZE = 36989
# TOTAL_GENES = 18934
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                             TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Astrocyte-activated                   SET     257      0.10628     0.012298     0.066261     0.054373 Astrocyte-activated
Astrocyte-quiescent                   SET     259      0.21992     0.025545     0.065025   0.00036076 Astrocyte-quiescent
Ex-Neuron-ADARB2-ERBB4                SET     260      0.19549     0.022751     0.067242    0.0018264 Ex-Neuron-ADARB2-ERBB4
Ex-Neuron-CBLN2-NRGN                  SET     241      0.21623      0.02424     0.066537    0.0005789 Ex-Neuron-CBLN2-NRGN
Ex-Neuron-DLC1-HS3ST4                 SET     258      0.19051     0.022087     0.068469    0.0027018 Ex-Neuron-DLC1-HS3ST4
Ex-Neuron-L2-3-CBLN2-LINC023...       SET     256      0.19815     0.022885     0.067092    0.0015742 Ex-Neuron-L2-3-CBLN2-LINC02306-CUX2
Ex-Neuron-L3-5-RORB-PLCH1             SET     249      0.13099     0.014923     0.070296     0.031213 Ex-Neuron-L3-5-RORB-PLCH1
Ex-Neuron-L4-5-RORB-IL1RAPL2          SET     254      0.16511     0.018995      0.06927    0.0085813 Ex-Neuron-L4-5-RORB-IL1RAPL2
Ex-Neuron-L6-THEMIS-NFIA              SET     258     0.097422     0.011295     0.067314      0.07392 Ex-Neuron-L6-THEMIS-NFIA
In-Neuron-ADARB2-GRM7                 SET     262      0.21894     0.025576     0.067496   0.00059132 In-Neuron-ADARB2-GRM7
In-Neuron-ADARB2-IL1RAPL2-CS...       SET     263        0.268     0.031366     0.067855   3.9354e-05 In-Neuron-ADARB2-IL1RAPL2-CSCL14
In-Neuron-ADARB2-LAMP5-NRG1           SET     259      0.10984     0.012759     0.068459     0.054319 In-Neuron-ADARB2-LAMP5-NRG1
In-Neuron-ADARB2-NRG1-RELN            SET     260      0.12315     0.014332     0.069508     0.038227 In-Neuron-ADARB2-NRG1-RELN
In-Neuron-DPP10-MEF2C                 SET     259     0.098001     0.011384     0.067601     0.073583 In-Neuron-DPP10-MEF2C
In-Neuron-PRKG1-TBC1D4                SET     265      0.19713     0.023158     0.067646    0.0017864 In-Neuron-PRKG1-TBC1D4
In-Neuron-TRHDE-RALYL                 SET     261      0.12451     0.014518     0.068162     0.033881 In-Neuron-TRHDE-RALYL
Microglia-activated                   SET     258    -0.080333   -0.0093136     0.063126      0.89841 Microglia-activated
Microglia-quiescent                   SET     256     0.039554    0.0045681     0.067164      0.27797 Microglia-quiescent
Microglia-vascular                    SET     263      0.07957    0.0093128     0.065275      0.11143 Microglia-vascular
OPC-A                                 SET     257     0.089776     0.010388     0.068167     0.093932 OPC-A
OPC-B                                 SET     266     0.086825     0.010219     0.067166     0.098068 OPC-B
Oligo-A                               SET     255      0.34127     0.039338     0.068169   2.8118e-07 Oligo-A
Oligo-B                               SET     250      0.20123      0.02297     0.066256    0.0011965 Oligo-B
Perivascular                          SET     261    -0.019881   -0.0023182     0.063713      0.62249 Perivascular
T-cell-mixed                          SET     257      0.02787    0.0032249     0.065508      0.33526 T-cell-mixed
T-cell-parenchymal-1                  SET     257    -0.010077   -0.0011661     0.063994      0.56256 T-cell-parenchymal-1
T-cell-parenchymal-2                  SET     255    -0.068924   -0.0079448       0.0644      0.85774 T-cell-parenchymal-2
ambiguous                             SET     244     0.070537    0.0079559     0.069858      0.15632 ambiguous
low-feature-cells                     SET     261      0.20085     0.023419     0.066105    0.0011916 low-feature-cells
