# TOTAL_GENES = 18215
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE                             TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Arterial                              SET    1832     0.067299     0.020242     0.026166    0.0050602 Arterial
Arteriolar-SMC                        SET     426     0.066591     0.010064     0.051916     0.099813 Arteriolar-SMC
Artirial-FB                           SET     125    -0.092774   -0.0076592     0.093979      0.83822 Artirial-FB
Astrocyte-activated                   SET    1002     0.066568     0.015178     0.034475     0.026757 Astrocyte-activated
Astrocyte-quiescent                   SET    1779     0.031532    0.0093609     0.025968      0.11234 Astrocyte-quiescent
Capillary                             SET    1575      0.07076     0.019888     0.027988    0.0057359 Capillary
Ex-Neuron-ADARB2-ERBB4                SET     118     0.020861    0.0016736     0.098908      0.41648 Ex-Neuron-ADARB2-ERBB4
Ex-Neuron-CBLN2-NRGN                  SET     102     -0.16542    -0.012344       0.1051      0.94223 Ex-Neuron-CBLN2-NRGN
Ex-Neuron-DLC1-HS3ST4                 SET    1027    0.0070074    0.0016164     0.034136      0.41868 Ex-Neuron-DLC1-HS3ST4
Ex-Neuron-L2-3-CBLN2-LINC023...       SET    2401   -0.0045975   -0.0015553     0.022448      0.58114 Ex-Neuron-L2-3-CBLN2-LINC02306-CUX2
Ex-Neuron-L3-5-RORB-PLCH1             SET     749   -0.0095097   -0.0018884     0.040012      0.59393 Ex-Neuron-L3-5-RORB-PLCH1
Ex-Neuron-L4-5-RORB-IL1RAPL2          SET    1903    -0.010211   -0.0031235     0.024973      0.65869 Ex-Neuron-L4-5-RORB-IL1RAPL2
Ex-Neuron-L6-THEMIS-NFIA              SET    1064   -0.0087719   -0.0020573      0.03339      0.60361 Ex-Neuron-L6-THEMIS-NFIA
In-Neuron-ADARB2-GRM7                 SET     779    -0.030057   -0.0060817     0.039718       0.7754 In-Neuron-ADARB2-GRM7
In-Neuron-ADARB2-IL1RAPL2-CS...       SET     339    -0.001864  -0.00025193     0.059877      0.51242 In-Neuron-ADARB2-IL1RAPL2-CSCL14
In-Neuron-ADARB2-LAMP5-NRG1           SET     670    -0.026296   -0.0049499     0.042328      0.73278 In-Neuron-ADARB2-LAMP5-NRG1
In-Neuron-ADARB2-NRG1-RELN            SET     104      0.07733    0.0058267      0.10716      0.23526 In-Neuron-ADARB2-NRG1-RELN
In-Neuron-DPP10-MEF2C                 SET     257    -0.059865   -0.0070608     0.067973      0.81076 In-Neuron-DPP10-MEF2C
In-Neuron-PRKG1-TBC1D4                SET     871    -0.050538    -0.010784     0.036956      0.91426 In-Neuron-PRKG1-TBC1D4
In-Neuron-TRHDE-RALYL                 SET     375     0.011252    0.0015978     0.057362      0.42225 In-Neuron-TRHDE-RALYL
M-Pericyte                            SET     906      0.10327     0.022452       0.0363    0.0022242 M-Pericyte
Meningeal-FB                          SET      80    -0.081819   -0.0054105      0.12002      0.75229 Meningeal-FB
Microglia-activated                   SET     794     0.084377     0.017229     0.037847     0.012899 Microglia-activated
Microglia-quiescent                   SET     370       0.1212     0.017098      0.05615      0.01545 Microglia-quiescent
Microglia-vascular                    SET      80      0.29711     0.019647      0.11111    0.0037522 Microglia-vascular
OPC-A                                 SET     547    -0.029562   -0.0050455      0.04776      0.73203 OPC-A
OPC-B                                 SET     929     0.034752    0.0076458     0.036998      0.17379 OPC-B
Oligo-A                               SET    2372     0.059654     0.020077     0.023277    0.0051957 Oligo-A
Oligo-B                               SET    1586     0.086754      0.02446     0.027317   0.00074842 Oligo-B
Pericyte                              SET     445     0.074764     0.011542     0.051334     0.072647 Pericyte
Pericyte-2                            SET     467     0.033092    0.0052305     0.049652      0.25256 Pericyte-2
Pericyte-FB                           SET      71    -0.070108   -0.0043687      0.12406        0.714 Pericyte-FB
Perivascular                          SET      95      0.25884     0.018645      0.10579    0.0072114 Perivascular
Perivascular-FB                       SET     111    -0.065822   -0.0051227       0.1026       0.7394 Perivascular-FB
Perivascular-FB-KAZN2                 SET      91    -0.050404   -0.0035538      0.11471      0.66982 Perivascular-FB-KAZN2
T-Pericyte                            SET     951     0.086829     0.019316     0.035425    0.0071267 T-Pericyte
T-cell-mixed                          SET     102     0.069814    0.0052098      0.10372      0.25045 T-cell-mixed
T-cell-parenchymal-1                  SET      30     0.052174    0.0021157      0.19326      0.39359 T-cell-parenchymal-1
T-cell-parenchymal-2                  SET      21     0.019244   0.00065305      0.22195      0.46545 T-cell-parenchymal-2
T-cell-vascular                       SET     106      0.16743     0.012735       0.1023     0.050858 T-cell-vascular
Trans-Endo-to-mural                   SET    1627     0.086992     0.024811     0.027202   0.00069328 Trans-Endo-to-mural
Vascular-SMC                          SET     625     0.073408     0.013363     0.043344     0.045179 Vascular-SMC
Vascular-SMC-LINC00486                SET      92     0.057335    0.0040645       0.1105      0.30193 Vascular-SMC-LINC00486
Venous                                SET    1457     0.039301     0.010662     0.028692     0.085392 Venous
ambiguous                             SET     256   -0.0050454  -0.00059394     0.068474      0.52937 ambiguous
low-feature-cells                     SET     132     0.062001     0.005259      0.09202      0.25023 low-feature-cells
