# TOTAL_GENES = 18423
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE                             TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Arterial                              SET     843     0.037861    0.0079117     0.034086      0.13334 Arterial
Arteriolar-SMC                        SET     262     0.068746    0.0081399     0.061499      0.13183 Arteriolar-SMC
Artirial-FB                           SET      47     0.029172    0.0014716      0.14045      0.41773 Artirial-FB
Astrocyte-activated                   SET      25     0.086832    0.0031966       0.1971      0.32977 Astrocyte-activated
Astrocyte-quiescent                   SET      26     -0.14341   -0.0053838      0.19263       0.7717 Astrocyte-quiescent
Capillary                             SET     572     0.044332    0.0076895      0.04083       0.1388 Capillary
Ex-Neuron-DLC1-HS3ST4                 SET      33     0.042622    0.0018023      0.17191      0.40209 Ex-Neuron-DLC1-HS3ST4
Ex-Neuron-L2-3-CBLN2-LINC023...       SET      46    -0.049927   -0.0024917      0.14384      0.63574 Ex-Neuron-L2-3-CBLN2-LINC02306-CUX2
Ex-Neuron-L3-5-RORB-PLCH1             SET      18     -0.12123   -0.0037876      0.22804      0.70249 Ex-Neuron-L3-5-RORB-PLCH1
Ex-Neuron-L4-5-RORB-IL1RAPL2          SET      44   -0.0033709  -0.00016455      0.15658      0.50859 Ex-Neuron-L4-5-RORB-IL1RAPL2
Ex-Neuron-L6-THEMIS-NFIA              SET      33     -0.18952   -0.0080142      0.16002      0.88186 Ex-Neuron-L6-THEMIS-NFIA
In-Neuron-ADARB2-GRM7                 SET      20     0.034569    0.0011384      0.22007      0.43759 In-Neuron-ADARB2-GRM7
In-Neuron-ADARB2-IL1RAPL2-CS...       SET      30     -0.16368   -0.0065999      0.18811      0.80788 In-Neuron-ADARB2-IL1RAPL2-CSCL14
In-Neuron-ADARB2-LAMP5-NRG1           SET      39     0.059847    0.0027507      0.16352      0.35719 In-Neuron-ADARB2-LAMP5-NRG1
In-Neuron-PRKG1-TBC1D4                SET      15      0.47082     0.013429      0.26389     0.037211 In-Neuron-PRKG1-TBC1D4
In-Neuron-TRHDE-RALYL                 SET      25      0.14656    0.0053953      0.20213      0.23421 In-Neuron-TRHDE-RALYL
M-Pericyte                            SET     652     0.041272    0.0076258     0.038514      0.14196 M-Pericyte
Meningeal-FB                          SET      64    -0.020868   -0.0012279      0.12777      0.56487 Meningeal-FB
Microglia-activated                   SET      16      0.52243      0.01539      0.24193     0.015417 Microglia-activated
Microglia-quiescent                   SET      16      0.59093     0.017407      0.23453    0.0058794 Microglia-quiescent
Microglia-vascular                    SET      45      0.52014     0.025676      0.13453   5.5452e-05 Microglia-vascular
OPC-B                                 SET      57    -0.098214   -0.0054547      0.13335      0.76929 OPC-B
Oligo-A                               SET     125    -0.026254   -0.0021552     0.089014      0.61598 Oligo-A
Oligo-B                               SET      23     -0.41573     -0.01468      0.19591      0.98308 Oligo-B
Pericyte                              SET     260    -0.015304   -0.0018052     0.059363      0.60172 Pericyte
Pericyte-2                            SET     321     0.034716    0.0045425     0.056568      0.26971 Pericyte-2
Pericyte-FB                           SET      64    -0.034775   -0.0020461      0.12414      0.61031 Pericyte-FB
Perivascular                          SET      59      0.55561     0.031393      0.12052   2.0287e-06 Perivascular
Perivascular-FB                       SET     102    -0.059388   -0.0044068      0.09631      0.73126 Perivascular-FB
Perivascular-FB-KAZN2                 SET      66     0.053022    0.0031679      0.12554      0.33639 Perivascular-FB-KAZN2
T-Pericyte                            SET     726     0.035298    0.0068679     0.036365      0.16587 T-Pericyte
T-cell-mixed                          SET      72      0.34923      0.02179      0.10684   0.00054123 T-cell-mixed
T-cell-vascular                       SET      51      0.31908     0.016765      0.12987     0.007013 T-cell-vascular
Trans-Endo-to-mural                   SET      20    -0.025861  -0.00085166      0.20845      0.54937 Trans-Endo-to-mural
Vascular-SMC                          SET     479     0.069078     0.010993     0.044381     0.059806 Vascular-SMC
Vascular-SMC-LINC00486                SET      72     -0.03987   -0.0024877      0.11488      0.63572 Vascular-SMC-LINC00486
Venous                                SET     588    -0.052559    -0.009239     0.040117      0.90492 Venous
ambiguous                             SET      24     0.050915    0.0018366      0.21646      0.40702 ambiguous
low-feature-cells                     SET      44    -0.008669  -0.00042316      0.15699      0.52202 low-feature-cells
