# TOTAL_GENES = 18368
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                             TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Arterial                              SET     259     0.033587    0.0039602     0.060039      0.28794 Arterial
Arteriolar-SMC                        SET     256     0.041684    0.0048868     0.061568       0.2492 Arteriolar-SMC
Artirial-FB                           SET     255   -0.0088042   -0.0010302     0.057671      0.56067 Artirial-FB
Astrocyte-activated                   SET     247    -0.045655   -0.0052587     0.058336      0.78307 Astrocyte-activated
Astrocyte-quiescent                   SET     250    -0.045305   -0.0052496     0.057755       0.7836 Astrocyte-quiescent
Capillary                             SET     258   -0.0067222   -0.0007911     0.060032      0.54458 Capillary
Ex-Neuron-ADARB2-ERBB4                SET     243    -0.028443   -0.0032499       0.0601      0.68199 Ex-Neuron-ADARB2-ERBB4
Ex-Neuron-CBLN2-NRGN                  SET     231    -0.047667    -0.005312     0.060373       0.7851 Ex-Neuron-CBLN2-NRGN
Ex-Neuron-DLC1-HS3ST4                 SET     249     0.052914    0.0061191     0.062476      0.19852 Ex-Neuron-DLC1-HS3ST4
Ex-Neuron-L2-3-CBLN2-LINC023...       SET     254     0.084999    0.0099263     0.061248     0.082615 Ex-Neuron-L2-3-CBLN2-LINC02306-CUX2
Ex-Neuron-L3-5-RORB-PLCH1             SET     248     0.091325      0.01054     0.063397     0.074868 Ex-Neuron-L3-5-RORB-PLCH1
Ex-Neuron-L4-5-RORB-IL1RAPL2          SET     251     0.020414    0.0023701     0.062746      0.37246 Ex-Neuron-L4-5-RORB-IL1RAPL2
Ex-Neuron-L6-THEMIS-NFIA              SET     252     0.028354    0.0032984      0.06201      0.32375 Ex-Neuron-L6-THEMIS-NFIA
In-Neuron-ADARB2-GRM7                 SET     256     0.082497    0.0096714     0.061506     0.089924 In-Neuron-ADARB2-GRM7
In-Neuron-ADARB2-IL1RAPL2-CS...       SET     252     0.043303    0.0050374     0.061177      0.23953 In-Neuron-ADARB2-IL1RAPL2-CSCL14
In-Neuron-ADARB2-LAMP5-NRG1           SET     252     0.045192    0.0052571     0.061494       0.2312 In-Neuron-ADARB2-LAMP5-NRG1
In-Neuron-ADARB2-NRG1-RELN            SET     248    0.0041383   0.00047761     0.061844      0.47333 In-Neuron-ADARB2-NRG1-RELN
In-Neuron-DPP10-MEF2C                 SET     249     0.026012    0.0030081     0.060178      0.33279 In-Neuron-DPP10-MEF2C
In-Neuron-PRKG1-TBC1D4                SET     252     0.013255     0.001542     0.061821      0.41511 In-Neuron-PRKG1-TBC1D4
In-Neuron-TRHDE-RALYL                 SET     254      0.05655     0.006604     0.061073      0.17725 In-Neuron-TRHDE-RALYL
M-Pericyte                            SET     261    -0.021658   -0.0025634     0.060445      0.63994 M-Pericyte
Meningeal-FB                          SET     264     0.010034    0.0011943     0.058138      0.43149 Meningeal-FB
Microglia-activated                   SET     245     0.029805    0.0034194     0.059368      0.30782 Microglia-activated
Microglia-quiescent                   SET     254     -0.01291   -0.0015076     0.060504      0.58448 Microglia-quiescent
Microglia-vascular                    SET     258     0.043893    0.0051655     0.058114      0.22504 Microglia-vascular
OPC-A                                 SET     250     0.004658   0.00053972     0.061555      0.46984 OPC-A
OPC-B                                 SET     258    0.0067077    0.0007894     0.061434      0.45653 OPC-B
Oligo-A                               SET     254   -0.0063237  -0.00073849     0.060334      0.54174 Oligo-A
Oligo-B                               SET     242    -0.081007    -0.009237     0.059719      0.91252 Oligo-B
Pericyte                              SET     262     0.028836    0.0034193     0.059919      0.31518 Pericyte
Pericyte-2                            SET     257     0.079026    0.0092824     0.060068     0.094163 Pericyte-2
Pericyte-FB                           SET     255    -0.020543   -0.0024037     0.056693      0.64145 Pericyte-FB
Perivascular                          SET     259     0.018613    0.0021946     0.056357       0.3706 Perivascular
Perivascular-FB                       SET     249    -0.036023   -0.0041658     0.058421      0.73125 Perivascular-FB
Perivascular-FB-KAZN2                 SET     257     -0.12893    -0.015144     0.059174      0.98532 Perivascular-FB-KAZN2
T-Pericyte                            SET     262    0.0026347   0.00031242     0.059318      0.48229 T-Pericyte
T-cell-mixed                          SET     262     0.070651    0.0083779     0.057019      0.10767 T-cell-mixed
T-cell-parenchymal-1                  SET     248    -0.064258   -0.0074162     0.057833      0.86673 T-cell-parenchymal-1
T-cell-parenchymal-2                  SET     248    -0.049946   -0.0057644      0.05728      0.80838 T-cell-parenchymal-2
T-cell-vascular                       SET     261     0.047692    0.0056447     0.057477      0.20334 T-cell-vascular
Trans-Endo-to-mural                   SET     263      0.11013     0.013084     0.059277     0.031603 Trans-Endo-to-mural
Vascular-SMC                          SET     258    -0.015869   -0.0018675     0.061241      0.60223 Vascular-SMC
Vascular-SMC-LINC00486                SET     251     0.016844    0.0019556     0.061131      0.39145 Vascular-SMC-LINC00486
Venous                                SET     258     0.067947    0.0079963     0.059671      0.12742 Venous
