# TOTAL_GENES = 18368
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                             TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Arterial                              SET    1284      0.04626     0.011796     0.026756     0.041918 Arterial
Arteriolar-SMC                        SET    1275     0.058295     0.014817     0.026956     0.015293 Arteriolar-SMC
Artirial-FB                           SET    1268     0.063043     0.015983     0.026658    0.0090247 Artirial-FB
Astrocyte-activated                   SET    1234     0.028753    0.0071982     0.027187      0.14513 Astrocyte-activated
Astrocyte-quiescent                   SET    1222     0.026832    0.0066868     0.027788      0.16713 Astrocyte-quiescent
Capillary                             SET    1271     0.047348     0.012017     0.026592     0.037506 Capillary
Ex-Neuron-ADARB2-ERBB4                SET    1202     0.032104    0.0079395     0.027321         0.12 Ex-Neuron-ADARB2-ERBB4
Ex-Neuron-CBLN2-NRGN                  SET    1202     0.048014     0.011874     0.027087      0.03816 Ex-Neuron-CBLN2-NRGN
Ex-Neuron-DLC1-HS3ST4                 SET    1228      0.03377     0.008435     0.027296      0.10802 Ex-Neuron-DLC1-HS3ST4
Ex-Neuron-L2-3-CBLN2-LINC023...       SET    1250     0.052545     0.013233     0.026932     0.025539 Ex-Neuron-L2-3-CBLN2-LINC02306-CUX2
Ex-Neuron-L3-5-RORB-PLCH1             SET    1219     0.038407    0.0095606     0.027421     0.080668 Ex-Neuron-L3-5-RORB-PLCH1
Ex-Neuron-L4-5-RORB-IL1RAPL2          SET    1240     0.032784    0.0082257     0.027307      0.11497 Ex-Neuron-L4-5-RORB-IL1RAPL2
Ex-Neuron-L6-THEMIS-NFIA              SET    1225     0.036309    0.0090588        0.027     0.089357 Ex-Neuron-L6-THEMIS-NFIA
In-Neuron-ADARB2-GRM7                 SET    1249     0.054394     0.013694     0.027355      0.02339 In-Neuron-ADARB2-GRM7
In-Neuron-ADARB2-IL1RAPL2-CS...       SET    1243     0.031636    0.0079467     0.027667      0.12643 In-Neuron-ADARB2-IL1RAPL2-CSCL14
In-Neuron-ADARB2-LAMP5-NRG1           SET    1229     0.027543    0.0068823     0.027232      0.15591 In-Neuron-ADARB2-LAMP5-NRG1
In-Neuron-ADARB2-NRG1-RELN            SET    1268     0.046128     0.011694     0.027361     0.045915 In-Neuron-ADARB2-NRG1-RELN
In-Neuron-DPP10-MEF2C                 SET    1236     0.041485     0.010393     0.026767     0.060597 In-Neuron-DPP10-MEF2C
In-Neuron-PRKG1-TBC1D4                SET    1237     0.050057     0.012545     0.026747     0.030651 In-Neuron-PRKG1-TBC1D4
In-Neuron-TRHDE-RALYL                 SET    1266     0.067691     0.017148     0.027222     0.006454 In-Neuron-TRHDE-RALYL
M-Pericyte                            SET    1277     0.065542     0.016671     0.027154    0.0079009 M-Pericyte
Meningeal-FB                          SET    1290     0.021323     0.005449      0.02624      0.20823 Meningeal-FB
Microglia-activated                   SET    1274     0.017691    0.0044948     0.026862      0.25509 Microglia-activated
Microglia-quiescent                   SET    1268     0.064138      0.01626     0.026778    0.0083133 Microglia-quiescent
Microglia-vascular                    SET    1284     0.047527     0.012119     0.025955     0.033553 Microglia-vascular
OPC-A                                 SET    1223    -0.011421   -0.0028474     0.028032      0.65815 OPC-A
OPC-B                                 SET    1254      0.03544    0.0089387     0.027926      0.10221 OPC-B
Oligo-A                               SET    1290     0.029091     0.007434     0.026923      0.13996 Oligo-A
Oligo-B                               SET    1271     0.001276   0.00032384      0.02691      0.48109 Oligo-B
Pericyte                              SET    1286      0.01795    0.0045803     0.026426       0.2485 Pericyte
Pericyte-2                            SET    1264      0.05395     0.013657     0.027173      0.02356 Pericyte-2
Pericyte-FB                           SET    1272     0.039174    0.0099458     0.026405     0.068971 Pericyte-FB
Perivascular                          SET    1275     0.048182     0.012246     0.026437     0.034198 Perivascular
Perivascular-FB                       SET    1275   -0.0021093  -0.00053611     0.026952      0.53119 Perivascular-FB
Perivascular-FB-KAZN2                 SET    1288     0.012385    0.0031625     0.026231      0.31842 Perivascular-FB-KAZN2
T-Pericyte                            SET    1275     0.049108     0.012482     0.026808     0.033499 T-Pericyte
T-cell-mixed                          SET    1283     0.055331     0.014104     0.026702     0.019135 T-cell-mixed
T-cell-parenchymal-1                  SET    1275     0.035872    0.0091175     0.026051     0.084263 T-cell-parenchymal-1
T-cell-parenchymal-2                  SET    1245    0.0080586    0.0020257     0.026524      0.38064 T-cell-parenchymal-2
T-cell-vascular                       SET    1290     0.057601      0.01472     0.025966     0.013275 T-cell-vascular
Trans-Endo-to-mural                   SET    1291     0.073485     0.018785     0.026488    0.0027694 Trans-Endo-to-mural
Vascular-SMC                          SET    1277     0.042168     0.010725     0.026619     0.056596 Vascular-SMC
Vascular-SMC-LINC00486                SET    1281     0.019091    0.0048627     0.026307      0.23402 Vascular-SMC-LINC00486
Venous                                SET    1283     0.038721    0.0098699     0.026528     0.072206 Venous
