# TOTAL_GENES = 18353
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE                             TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Astrocyte-activated                   SET     867     0.023793    0.0050478     0.033264      0.23723 Astrocyte-activated
Astrocyte-quiescent                   SET     842      0.02079    0.0043498      0.03389      0.26979 Astrocyte-quiescent
Ex-Neuron-ADARB2-ERBB4                SET     842    -0.016594   -0.0034718     0.035118      0.68172 Ex-Neuron-ADARB2-ERBB4
Ex-Neuron-CBLN2-NRGN                  SET     797     0.019703    0.0040158     0.035704      0.29053 Ex-Neuron-CBLN2-NRGN
Ex-Neuron-DLC1-HS3ST4                 SET     818    0.0085487    0.0017641     0.035279      0.40427 Ex-Neuron-DLC1-HS3ST4
Ex-Neuron-L2-3-CBLN2-LINC023...       SET     856    -0.018287   -0.0038562     0.034154      0.70381 Ex-Neuron-L2-3-CBLN2-LINC02306-CUX2
Ex-Neuron-L3-5-RORB-PLCH1             SET     805   -0.0044398  -0.00090924     0.035788      0.54936 Ex-Neuron-L3-5-RORB-PLCH1
Ex-Neuron-L4-5-RORB-IL1RAPL2          SET     841     0.029646    0.0061993     0.034528      0.19528 Ex-Neuron-L4-5-RORB-IL1RAPL2
Ex-Neuron-L6-THEMIS-NFIA              SET     826    -0.026574   -0.0055095     0.034588      0.77884 Ex-Neuron-L6-THEMIS-NFIA
In-Neuron-ADARB2-GRM7                 SET     880     0.011553    0.0024684      0.03383      0.36637 In-Neuron-ADARB2-GRM7
In-Neuron-ADARB2-IL1RAPL2-CS...       SET     872   -0.0016343  -0.00034768       0.0339      0.51923 In-Neuron-ADARB2-IL1RAPL2-CSCL14
In-Neuron-ADARB2-LAMP5-NRG1           SET     865    0.0085487    0.0018117     0.034332      0.40168 In-Neuron-ADARB2-LAMP5-NRG1
In-Neuron-ADARB2-NRG1-RELN            SET     893    0.0035833   0.00077096       0.0336      0.45754 In-Neuron-ADARB2-NRG1-RELN
In-Neuron-DPP10-MEF2C                 SET     868    -0.015847   -0.0033639     0.034005       0.6794 In-Neuron-DPP10-MEF2C
In-Neuron-PRKG1-TBC1D4                SET     851     0.011276    0.0023712     0.034417       0.3716 In-Neuron-PRKG1-TBC1D4
In-Neuron-TRHDE-RALYL                 SET     870      0.01779    0.0037806     0.033695      0.29876 In-Neuron-TRHDE-RALYL
Microglia-activated                   SET     900      0.07682      0.01659     0.031986    0.0081655 Microglia-activated
Microglia-quiescent                   SET     889      0.10677     0.022923     0.033106   0.00063112 Microglia-quiescent
Microglia-vascular                    SET     892     0.048468     0.010423     0.032494     0.067914 Microglia-vascular
OPC-A                                 SET     834     0.056789     0.011828     0.034765      0.05119 OPC-A
OPC-B                                 SET     879    0.0092203     0.001969     0.034064      0.39332 OPC-B
Oligo-A                               SET     892     0.015237    0.0032765     0.033138      0.32283 Oligo-A
Oligo-B                               SET     881     0.054013     0.011547     0.033032     0.051016 Oligo-B
Perivascular                          SET     901     0.080114      0.01731     0.032649    0.0070726 Perivascular
T-cell-mixed                          SET     896     0.084897     0.018295     0.032573    0.0045802 T-cell-mixed
T-cell-parenchymal-1                  SET     911      0.10686      0.02321     0.032381   0.00048444 T-cell-parenchymal-1
T-cell-parenchymal-2                  SET     885     0.031039    0.0066497      0.03257      0.17031 T-cell-parenchymal-2
ambiguous                             SET     826     0.012671    0.0026269     0.035006       0.3587 ambiguous
low-feature-cells                     SET     905      0.07779     0.016843     0.032492     0.008336 low-feature-cells
