# MEAN_SAMPLE_SIZE = 36989
# TOTAL_GENES = 18877
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                             TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Arterial                              SET     263       0.0138    0.0016175     0.070023      0.42189 Arterial
Arteriolar-SMC                        SET     261      0.15056     0.017581     0.069477     0.015125 Arteriolar-SMC
Artirial-FB                           SET     260     -0.20763      -0.0242     0.067494      0.99895 Artirial-FB
Astrocyte-activated                   SET     251     0.085889    0.0098381     0.070548      0.11172 Astrocyte-activated
Astrocyte-quiescent                   SET     251     0.096571     0.011062      0.06883     0.080314 Astrocyte-quiescent
Capillary                             SET     262     0.047024    0.0055015     0.069427      0.24911 Capillary
Ex-Neuron-ADARB2-ERBB4                SET     256      0.16949     0.019604     0.071936    0.0092395 Ex-Neuron-ADARB2-ERBB4
Ex-Neuron-CBLN2-NRGN                  SET     236      0.14119     0.015688      0.06909      0.02051 Ex-Neuron-CBLN2-NRGN
Ex-Neuron-DLC1-HS3ST4                 SET     256       0.3224     0.037291     0.072727   4.6779e-06 Ex-Neuron-DLC1-HS3ST4
Ex-Neuron-L2-3-CBLN2-LINC023...       SET     258      0.29471     0.034219     0.072538   2.4364e-05 Ex-Neuron-L2-3-CBLN2-LINC02306-CUX2
Ex-Neuron-L3-5-RORB-PLCH1             SET     253      0.26771     0.030785     0.073629   0.00013895 Ex-Neuron-L3-5-RORB-PLCH1
Ex-Neuron-L4-5-RORB-IL1RAPL2          SET     256      0.32818     0.037959     0.073151   3.6496e-06 Ex-Neuron-L4-5-RORB-IL1RAPL2
Ex-Neuron-L6-THEMIS-NFIA              SET     257      0.32872     0.038094     0.072611   3.0136e-06 Ex-Neuron-L6-THEMIS-NFIA
In-Neuron-ADARB2-GRM7                 SET     263      0.31702     0.037159     0.071964   5.3199e-06 In-Neuron-ADARB2-GRM7
In-Neuron-ADARB2-IL1RAPL2-CS...       SET     261      0.25585     0.029876     0.072075   0.00019339 In-Neuron-ADARB2-IL1RAPL2-CSCL14
In-Neuron-ADARB2-LAMP5-NRG1           SET     258      0.23985     0.027849     0.072159   0.00044483 In-Neuron-ADARB2-LAMP5-NRG1
In-Neuron-ADARB2-NRG1-RELN            SET     256      0.16003      0.01851     0.072063     0.013191 In-Neuron-ADARB2-NRG1-RELN
In-Neuron-DPP10-MEF2C                 SET     261      0.16757     0.019568     0.072243     0.010188 In-Neuron-DPP10-MEF2C
In-Neuron-PRKG1-TBC1D4                SET     263      0.29778     0.034904     0.071475   1.5568e-05 In-Neuron-PRKG1-TBC1D4
In-Neuron-TRHDE-RALYL                 SET     261      0.29869     0.034878      0.07302    2.164e-05 In-Neuron-TRHDE-RALYL
M-Pericyte                            SET     265      0.19536     0.022985     0.069465    0.0024623 M-Pericyte
Meningeal-FB                          SET     269     0.058427     0.006925     0.069509       0.2003 Meningeal-FB
Microglia-activated                   SET     257     -0.20677    -0.023962     0.068844      0.99866 Microglia-activated
Microglia-quiescent                   SET     259    -0.091075    -0.010595     0.071936      0.89725 Microglia-quiescent
Microglia-vascular                    SET     264    -0.034805   -0.0040872     0.067867      0.69596 Microglia-vascular
OPC-A                                 SET     255      0.13105     0.015129     0.072397      0.03514 OPC-A
OPC-B                                 SET     262      0.15536     0.018176     0.070685     0.013984 OPC-B
Oligo-A                               SET     260      0.22591     0.026331     0.067505   0.00040998 Oligo-A
Oligo-B                               SET     249       0.2178      0.02485     0.069091   0.00081129 Oligo-B
Pericyte                              SET     267      0.24339     0.028741     0.069149   0.00021663 Pericyte
Pericyte-2                            SET     261      0.18745     0.021889     0.068535    0.0031216 Pericyte-2
Pericyte-FB                           SET     258    -0.067314   -0.0078158     0.067919      0.83917 Pericyte-FB
Perivascular                          SET     267    -0.073387   -0.0086662     0.066968      0.86342 Perivascular
Perivascular-FB                       SET     255    -0.056569   -0.0065304     0.069957      0.79063 Perivascular-FB
Perivascular-FB-KAZN2                 SET     261      0.12836     0.014988     0.071121     0.035567 Perivascular-FB-KAZN2
T-Pericyte                            SET     267      0.22668     0.026768     0.069181   0.00052656 T-Pericyte
T-cell-mixed                          SET     264      0.13286     0.015602      0.06785     0.025117 T-cell-mixed
T-cell-parenchymal-1                  SET     254      0.18437     0.021243     0.066693    0.0028541 T-cell-parenchymal-1
T-cell-parenchymal-2                  SET     252    -0.027403    -0.003145     0.066471      0.65992 T-cell-parenchymal-2
T-cell-vascular                       SET     264     0.052249    0.0061357     0.067613      0.21984 T-cell-vascular
Trans-Endo-to-mural                   SET     266    -0.070018    -0.008253     0.068101      0.84805 Trans-Endo-to-mural
Vascular-SMC                          SET     264      0.25804     0.030303      0.06988   0.00011136 Vascular-SMC
Vascular-SMC-LINC00486                SET     260      0.23601     0.027507     0.068386   0.00027993 Vascular-SMC-LINC00486
Venous                                SET     263       0.0103    0.0012073     0.069115      0.44077 Venous
