# TOTAL_GENES = 18473
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE                             TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Arterial                              SET     259    -0.037958    -0.004463     0.063398      0.72532 Arterial
Arteriolar-SMC                        SET     256   -0.0070653  -0.00082596     0.062788       0.5448 Arteriolar-SMC
Artirial-FB                           SET     255     0.050504    0.0058928      0.06182      0.20698 Artirial-FB
Astrocyte-activated                   SET     247      0.11136     0.012791     0.062798     0.038093 Astrocyte-activated
Astrocyte-quiescent                   SET     250     0.028647      0.00331     0.062073      0.32222 Astrocyte-quiescent
Capillary                             SET     258     -0.04096   -0.0048068     0.063295      0.74122 Capillary
Ex-Neuron-ADARB2-ERBB4                SET     243      0.12056     0.013737     0.065671     0.033201 Ex-Neuron-ADARB2-ERBB4
Ex-Neuron-CBLN2-NRGN                  SET     231     0.021502    0.0023894     0.064745      0.36991 Ex-Neuron-CBLN2-NRGN
Ex-Neuron-DLC1-HS3ST4                 SET     249    0.0062094   0.00071606     0.066075      0.46256 Ex-Neuron-DLC1-HS3ST4
Ex-Neuron-L2-3-CBLN2-LINC023...       SET     254     0.046968    0.0054696     0.064639      0.23373 Ex-Neuron-L2-3-CBLN2-LINC02306-CUX2
Ex-Neuron-L3-5-RORB-PLCH1             SET     248     0.044828    0.0051592     0.065894      0.24816 Ex-Neuron-L3-5-RORB-PLCH1
Ex-Neuron-L4-5-RORB-IL1RAPL2          SET     251     0.044104     0.005106     0.065777      0.25127 Ex-Neuron-L4-5-RORB-IL1RAPL2
Ex-Neuron-L6-THEMIS-NFIA              SET     252     0.038431     0.004458     0.065294      0.27807 Ex-Neuron-L6-THEMIS-NFIA
In-Neuron-ADARB2-GRM7                 SET     256    -0.061831   -0.0072284     0.064839      0.82985 In-Neuron-ADARB2-GRM7
In-Neuron-ADARB2-IL1RAPL2-CS...       SET     252     -0.04566   -0.0052966     0.065421      0.75739 In-Neuron-ADARB2-IL1RAPL2-CSCL14
In-Neuron-ADARB2-LAMP5-NRG1           SET     252    -0.062899   -0.0072964     0.064793      0.83416 In-Neuron-ADARB2-LAMP5-NRG1
In-Neuron-ADARB2-NRG1-RELN            SET     248    -0.060046   -0.0069107     0.066283       0.8175 In-Neuron-ADARB2-NRG1-RELN
In-Neuron-DPP10-MEF2C                 SET     249    -0.052099    -0.006008     0.064179      0.79154 In-Neuron-DPP10-MEF2C
In-Neuron-PRKG1-TBC1D4                SET     252    -0.053024   -0.0061508     0.064923      0.79295 In-Neuron-PRKG1-TBC1D4
In-Neuron-TRHDE-RALYL                 SET     254    -0.058737   -0.0068402     0.065383      0.81549 In-Neuron-TRHDE-RALYL
M-Pericyte                            SET     261   -0.0045013  -0.00053126     0.062743       0.5286 M-Pericyte
Meningeal-FB                          SET     264      0.12333     0.014638     0.061236     0.022017 Meningeal-FB
Microglia-activated                   SET     247      0.16486     0.018936      0.06334    0.0046283 Microglia-activated
Microglia-quiescent                   SET     256      0.23113      0.02702     0.063769   0.00014522 Microglia-quiescent
Microglia-vascular                    SET     259    -0.032756   -0.0038513     0.060597      0.70559 Microglia-vascular
OPC-A                                 SET     250     0.087672      0.01013     0.065661     0.090912 OPC-A
OPC-B                                 SET     258     0.088942     0.010438      0.06436     0.083502 OPC-B
Oligo-A                               SET     254      0.15649     0.018224     0.063095    0.0065693 Oligo-A
Oligo-B                               SET     242     0.077475    0.0088095     0.063633      0.11171 Oligo-B
Pericyte                              SET     262     0.095792     0.011327      0.06194     0.060999 Pericyte
Pericyte-2                            SET     257    0.0096316    0.0011281     0.063038      0.43928 Pericyte-2
Pericyte-FB                           SET     255     0.027342    0.0031903     0.061908      0.32937 Pericyte-FB
Perivascular                          SET     260     0.099941     0.011773     0.060618     0.049614 Perivascular
Perivascular-FB                       SET     249       0.0939     0.010828     0.063203     0.068691 Perivascular-FB
Perivascular-FB-KAZN2                 SET     257      0.16263     0.019049     0.064433    0.0058052 Perivascular-FB-KAZN2
T-Pericyte                            SET     262    0.0005158   6.0993e-05     0.062316       0.4967 T-Pericyte
T-cell-mixed                          SET     262     0.022943    0.0027129     0.060964      0.35334 T-cell-mixed
T-cell-parenchymal-1                  SET     248     0.018949    0.0021808     0.061947      0.37985 T-cell-parenchymal-1
T-cell-parenchymal-2                  SET     248    -0.017953   -0.0020662     0.060896      0.61593 T-cell-parenchymal-2
T-cell-vascular                       SET     261     -0.10734    -0.012669     0.060613      0.96171 T-cell-vascular
Trans-Endo-to-mural                   SET     263    -0.042203   -0.0049997     0.061336      0.75429 Trans-Endo-to-mural
Vascular-SMC                          SET     258   -0.0098324   -0.0011539     0.062546      0.56246 Vascular-SMC
Vascular-SMC-LINC00486                SET     251     0.048032    0.0055608     0.062948      0.22272 Vascular-SMC-LINC00486
Venous                                SET     258     0.073502    0.0086258     0.062461      0.11965 Venous
