# TOTAL_GENES = 18423
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE                             TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
T-Pericyte                            SET     262     0.031976    0.0037861     0.060721      0.29924 T-Pericyte
M-Pericyte                            SET     261   -0.0064674  -0.00076434     0.061592      0.54181 M-Pericyte
Pericyte                              SET     262     0.031835    0.0037694     0.061043      0.30101 Pericyte
Pericyte-2                            SET     257     0.088709     0.010404     0.061725     0.075345 Pericyte-2
Oligo-A                               SET     254    -0.012692     -0.00148     0.061874      0.58126 Oligo-A
Astrocyte-activated                   SET     247     0.026357    0.0030314     0.062469      0.33654 Astrocyte-activated
Vascular-SMC                          SET     258   -0.0018175  -0.00021358     0.062338      0.51163 Vascular-SMC
Arteriolar-SMC                        SET     256    -0.015973   -0.0018699      0.06133      0.60274 Arteriolar-SMC
Vascular-SMC-LINC00486                SET     251    -0.024986   -0.0028966     0.062511      0.65531 Vascular-SMC-LINC00486
Trans-Endo-to-mural                   SET     263      0.01976     0.002344     0.060528      0.37204 Trans-Endo-to-mural
Oligo-B                               SET     242     0.047031    0.0053549     0.061144       0.2209 Oligo-B
Perivascular-FB-KAZN2                 SET     257    0.0011395   0.00013365     0.062202      0.49269 Perivascular-FB-KAZN2
Perivascular-FB                       SET     249   -0.0038143  -0.00044045     0.061513      0.52472 Perivascular-FB
Meningeal-FB                          SET     264    -0.076569   -0.0091002     0.061322      0.89409 Meningeal-FB
Artirial-FB                           SET     255    -0.025846   -0.0030197     0.059519      0.66794 Artirial-FB
Pericyte-FB                           SET     255     -0.01844   -0.0021545     0.059717      0.62126 Pericyte-FB
Capillary                             SET     257  -0.00027706  -3.2496e-05     0.063046      0.50175 Capillary
Arterial                              SET     259     -0.01785   -0.0021016     0.062515      0.61238 Arterial
Venous                                SET     258    -0.012721   -0.0014949     0.062301       0.5809 Venous
T-cell-mixed                          SET     262      0.13241     0.015678     0.057978     0.011198 T-cell-mixed
T-cell-vascular                       SET     261      0.11848     0.014003     0.058203     0.020899 T-cell-vascular
T-cell-parenchymal-1                  SET     248      0.16349     0.018841     0.059619    0.0030549 T-cell-parenchymal-1
T-cell-parenchymal-2                  SET     248     0.097529      0.01124     0.060159     0.052498 T-cell-parenchymal-2
Microglia-quiescent                   SET     256     0.080549    0.0094292     0.062493     0.098721 Microglia-quiescent
Microglia-activated                   SET     247      0.15128     0.017399      0.06025    0.0060278 Microglia-activated
Perivascular                          SET     260      0.20359     0.024015     0.057808   0.00021494 Perivascular
Microglia-vascular                    SET     259      0.14462     0.017026     0.057608    0.0060358 Microglia-vascular
Astrocyte-quiescent                   SET     250    -0.062033   -0.0071772     0.061425      0.84372 Astrocyte-quiescent
OPC-A                                 SET     250    -0.030571   -0.0035371     0.064761      0.68155 OPC-A
OPC-B                                 SET     258    -0.069287    -0.008142     0.064258      0.85953 OPC-B
Ex-Neuron-L2-3-CBLN2-LINC023...       SET     254    0.0099646     0.001162     0.064242      0.43837 Ex-Neuron-L2-3-CBLN2-LINC02306-CUX2
Ex-Neuron-ADARB2-ERBB4                SET     243    -0.090861    -0.010366     0.065324      0.91787 Ex-Neuron-ADARB2-ERBB4
In-Neuron-PRKG1-TBC1D4                SET     252     0.069996    0.0081304     0.064151      0.13762 In-Neuron-PRKG1-TBC1D4
In-Neuron-ADARB2-LAMP5-NRG1           SET     252     0.080014    0.0092941     0.064556       0.1076 In-Neuron-ADARB2-LAMP5-NRG1
Ex-Neuron-L4-5-RORB-IL1RAPL2          SET     251     0.075018    0.0086967     0.065711      0.12681 Ex-Neuron-L4-5-RORB-IL1RAPL2
Ex-Neuron-L6-THEMIS-NFIA              SET     252      0.06985    0.0081135     0.064107      0.13796 Ex-Neuron-L6-THEMIS-NFIA
Ex-Neuron-L3-5-RORB-PLCH1             SET     248     0.065072    0.0074991     0.065445      0.16005 Ex-Neuron-L3-5-RORB-PLCH1
Ex-Neuron-DLC1-HS3ST4                 SET     249      0.08867     0.010239     0.065615     0.088298 Ex-Neuron-DLC1-HS3ST4
Ex-Neuron-CBLN2-NRGN                  SET     231    -0.028449   -0.0031657     0.065619      0.66769 Ex-Neuron-CBLN2-NRGN
In-Neuron-ADARB2-GRM7                 SET     256   -0.0028439  -0.00033291     0.064671      0.51754 In-Neuron-ADARB2-GRM7
In-Neuron-TRHDE-RALYL                 SET     254     0.077259    0.0090091     0.066004      0.12091 In-Neuron-TRHDE-RALYL
In-Neuron-ADARB2-IL1RAPL2-CS...       SET     252     0.041886    0.0048653     0.065115      0.26003 In-Neuron-ADARB2-IL1RAPL2-CSCL14
In-Neuron-ADARB2-NRG1-RELN            SET     248     0.076795      0.00885     0.065457      0.12037 In-Neuron-ADARB2-NRG1-RELN
In-Neuron-DPP10-MEF2C                 SET     249    -0.055856   -0.0064497     0.064474      0.80684 In-Neuron-DPP10-MEF2C
