# TOTAL_GENES = 18368
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                             TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Astrocyte-activated                   SET     254    -0.029443   -0.0034384     0.057553      0.69553 Astrocyte-activated
Astrocyte-quiescent                   SET     255    -0.017424   -0.0020387     0.058508      0.61707 Astrocyte-quiescent
Ex-Neuron-ADARB2-ERBB4                SET     247    0.0031305   0.00036058     0.060241      0.47928 Ex-Neuron-ADARB2-ERBB4
Ex-Neuron-CBLN2-NRGN                  SET     236     0.046021     0.005183     0.060104      0.22194 Ex-Neuron-CBLN2-NRGN
Ex-Neuron-DLC1-HS3ST4                 SET     251     0.030306    0.0035185     0.061967       0.3124 Ex-Neuron-DLC1-HS3ST4
Ex-Neuron-L2-3-CBLN2-LINC023...       SET     251     0.065954    0.0076573     0.061292      0.14096 Ex-Neuron-L2-3-CBLN2-LINC02306-CUX2
Ex-Neuron-L3-5-RORB-PLCH1             SET     244     0.082988    0.0095014     0.063534     0.095755 Ex-Neuron-L3-5-RORB-PLCH1
Ex-Neuron-L4-5-RORB-IL1RAPL2          SET     249    0.0074952   0.00086677     0.062419      0.45221 Ex-Neuron-L4-5-RORB-IL1RAPL2
Ex-Neuron-L6-THEMIS-NFIA              SET     254    0.0068628   0.00080144      0.06016      0.45459 Ex-Neuron-L6-THEMIS-NFIA
In-Neuron-ADARB2-GRM7                 SET     255     0.041709    0.0048803     0.061074      0.24733 In-Neuron-ADARB2-GRM7
In-Neuron-ADARB2-IL1RAPL2-CS...       SET     252       0.0423    0.0049207     0.060718      0.24301 In-Neuron-ADARB2-IL1RAPL2-CSCL14
In-Neuron-ADARB2-LAMP5-NRG1           SET     252   -0.0090174    -0.001049     0.061471      0.55831 In-Neuron-ADARB2-LAMP5-NRG1
In-Neuron-ADARB2-NRG1-RELN            SET     252    -0.012304   -0.0014313      0.06203      0.57861 In-Neuron-ADARB2-NRG1-RELN
In-Neuron-DPP10-MEF2C                 SET     248      0.02491    0.0028749      0.06066      0.34067 In-Neuron-DPP10-MEF2C
In-Neuron-PRKG1-TBC1D4                SET     255     0.097151     0.011367     0.061109     0.055952 In-Neuron-PRKG1-TBC1D4
In-Neuron-TRHDE-RALYL                 SET     252     0.039634    0.0046105      0.06101      0.25797 In-Neuron-TRHDE-RALYL
Microglia-activated                   SET     249     0.071702    0.0082917     0.058869      0.11163 Microglia-activated
Microglia-quiescent                   SET     251     0.072041     0.008364     0.059756        0.114 Microglia-quiescent
Microglia-vascular                    SET     256     0.048264    0.0056581     0.058656      0.20531 Microglia-vascular
OPC-A                                 SET     251    -0.055164   -0.0064045     0.061318      0.81583 OPC-A
OPC-B                                 SET     260    -0.081817   -0.0096653     0.060954      0.91024 OPC-B
Oligo-A                               SET     249    -0.013365   -0.0015456     0.061257      0.58636 Oligo-A
Oligo-B                               SET     247     -0.11047    -0.012724     0.059368       0.9686 Oligo-B
Perivascular                          SET     255    -0.022508   -0.0026336     0.058608      0.64952 Perivascular
T-cell-mixed                          SET     256     0.012508    0.0014664     0.057129      0.41335 T-cell-mixed
T-cell-parenchymal-1                  SET     254     0.018817    0.0021974     0.058376       0.3736 T-cell-parenchymal-1
T-cell-parenchymal-2                  SET     256     0.026603    0.0031187     0.056694      0.31946 T-cell-parenchymal-2
ambiguous                             SET     241     0.074957    0.0085297     0.061828       0.1127 ambiguous
low-feature-cells                     SET     255     0.097314     0.011386     0.058919     0.049315 low-feature-cells
