# MEAN_SAMPLE_SIZE = 36989
# TOTAL_GENES = 18877
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                             TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Arterial                              SET    1395      0.11754     0.030751     0.030651   6.3055e-05 Arterial
Arteriolar-SMC                        SET    1404      0.14935     0.039187     0.030404   4.5555e-07 Arteriolar-SMC
Artirial-FB                           SET    1398     0.013464    0.0035258     0.030602      0.32998 Artirial-FB
Astrocyte-activated                   SET    1369     0.072065      0.01869     0.031026     0.010105 Astrocyte-activated
Astrocyte-quiescent                   SET    1343     0.073355     0.018857     0.031122    0.0092181 Astrocyte-quiescent
Capillary                             SET    1393      0.11201     0.029284     0.030713   0.00013313 Capillary
Ex-Neuron-ADARB2-ERBB4                SET    1368      0.14749     0.038239     0.030502   6.7146e-07 Ex-Neuron-ADARB2-ERBB4
Ex-Neuron-CBLN2-NRGN                  SET    1339      0.16819     0.043178     0.030696   2.1696e-08 Ex-Neuron-CBLN2-NRGN
Ex-Neuron-DLC1-HS3ST4                 SET    1361      0.16133     0.041729     0.030791    8.164e-08 Ex-Neuron-DLC1-HS3ST4
Ex-Neuron-L2-3-CBLN2-LINC023...       SET    1388      0.18238     0.047603     0.030722    1.489e-09 Ex-Neuron-L2-3-CBLN2-LINC02306-CUX2
Ex-Neuron-L3-5-RORB-PLCH1             SET    1350      0.17439     0.044939     0.030861    8.129e-09 Ex-Neuron-L3-5-RORB-PLCH1
Ex-Neuron-L4-5-RORB-IL1RAPL2          SET    1372      0.18439     0.047871      0.03049   7.5302e-10 Ex-Neuron-L4-5-RORB-IL1RAPL2
Ex-Neuron-L6-THEMIS-NFIA              SET    1368      0.14991     0.038867     0.030251   3.6455e-07 Ex-Neuron-L6-THEMIS-NFIA
In-Neuron-ADARB2-GRM7                 SET    1391      0.16957     0.044303     0.030881   2.0299e-08 In-Neuron-ADARB2-GRM7
In-Neuron-ADARB2-IL1RAPL2-CS...       SET    1394      0.17883     0.046768     0.031122   4.6576e-09 In-Neuron-ADARB2-IL1RAPL2-CSCL14
In-Neuron-ADARB2-LAMP5-NRG1           SET    1385       0.2104     0.054863      0.03089   5.0167e-12 In-Neuron-ADARB2-LAMP5-NRG1
In-Neuron-ADARB2-NRG1-RELN            SET    1405      0.19336     0.050753      0.03109   2.5594e-10 In-Neuron-ADARB2-NRG1-RELN
In-Neuron-DPP10-MEF2C                 SET    1397      0.14444     0.037812     0.030588    1.178e-06 In-Neuron-DPP10-MEF2C
In-Neuron-PRKG1-TBC1D4                SET    1392      0.17699     0.046258     0.030679   4.0628e-09 In-Neuron-PRKG1-TBC1D4
In-Neuron-TRHDE-RALYL                 SET    1410      0.18024     0.047385     0.030852   2.6319e-09 In-Neuron-TRHDE-RALYL
M-Pericyte                            SET    1410      0.13602     0.035759     0.030412   3.8949e-06 M-Pericyte
Meningeal-FB                          SET    1416      0.14637     0.038557     0.030276   6.7346e-07 Meningeal-FB
Microglia-activated                   SET    1399     0.050087     0.013121     0.030513     0.050357 Microglia-activated
Microglia-quiescent                   SET    1404      0.08874     0.023284     0.030663    0.0019042 Microglia-quiescent
Microglia-vascular                    SET    1414     0.093537     0.024623     0.029946    0.0008952 Microglia-vascular
OPC-A                                 SET    1364      0.14107     0.036525     0.031102   2.8943e-06 OPC-A
OPC-B                                 SET    1390      0.16054     0.041931      0.03104   1.1724e-07 OPC-B
Oligo-A                               SET    1412       0.1055     0.027755     0.030496   0.00027126 Oligo-A
Oligo-B                               SET    1389      0.14776     0.038579     0.030313   5.5135e-07 Oligo-B
Pericyte                              SET    1411      0.14978     0.039389     0.030285   3.8388e-07 Pericyte
Pericyte-2                            SET    1399       0.1156     0.030282     0.030932   9.3432e-05 Pericyte-2
Pericyte-FB                           SET    1402     0.082994     0.021762     0.030324    0.0031044 Pericyte-FB
Perivascular                          SET    1408     0.076663     0.020142     0.030499    0.0059795 Perivascular
Perivascular-FB                       SET    1407     0.090848     0.023861     0.030724     0.001556 Perivascular-FB
Perivascular-FB-KAZN2                 SET    1416      0.16583     0.043683     0.030456    2.631e-08 Perivascular-FB-KAZN2
T-Pericyte                            SET    1399      0.13286     0.034803     0.030718   7.6756e-06 T-Pericyte
T-cell-mixed                          SET    1404      0.12557     0.032948     0.030995   2.5597e-05 T-cell-mixed
T-cell-parenchymal-1                  SET    1396      0.10469     0.027398     0.030365    0.0002834 T-cell-parenchymal-1
T-cell-parenchymal-2                  SET    1370     0.040579     0.010528      0.02964     0.085498 T-cell-parenchymal-2
T-cell-vascular                       SET    1412      0.11209     0.029487     0.029954   9.1638e-05 T-cell-vascular
Trans-Endo-to-mural                   SET    1409      0.04806     0.012631     0.030355     0.056692 Trans-Endo-to-mural
Vascular-SMC                          SET    1404      0.13335      0.03499     0.030189   5.0351e-06 Vascular-SMC
Vascular-SMC-LINC00486                SET    1411      0.15457     0.040651     0.029729   1.0129e-07 Vascular-SMC-LINC00486
Venous                                SET    1403     0.058096     0.015239     0.030497     0.028401 Venous
