# TOTAL_GENES = 18423
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE                             TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Oligo-A                               SET     249   -0.0056452  -0.00065187     0.062146      0.53619 Oligo-A
Astrocyte-activated                   SET     254    -0.012827   -0.0014957     0.062012      0.58193 Astrocyte-activated
Oligo-B                               SET     247     0.014094     0.001621     0.060233       0.4075 Oligo-B
T-cell-mixed                          SET     256      0.20956     0.024532     0.058871    0.0001862 T-cell-mixed
T-cell-parenchymal-1                  SET     254      0.17925     0.020902     0.059549    0.0013079 T-cell-parenchymal-1
T-cell-parenchymal-2                  SET     256     0.082511    0.0096589     0.057595     0.075993 T-cell-parenchymal-2
Microglia-quiescent                   SET     252     0.097461     0.011321     0.063687      0.06298 Microglia-quiescent
Microglia-activated                   SET     251      0.18648     0.021619     0.060803    0.0010829 Microglia-activated
Perivascular                          SET     256      0.22302     0.026107     0.060363   0.00011046 Perivascular
Microglia-vascular                    SET     256     0.092102     0.010782     0.058781     0.058583 Microglia-vascular
Astrocyte-quiescent                   SET     255    -0.028093   -0.0032823     0.061964      0.67486 Astrocyte-quiescent
OPC-A                                 SET     252    -0.075454   -0.0087644     0.064223      0.87997 OPC-A
OPC-B                                 SET     261    -0.088028    -0.010403     0.063253      0.91798 OPC-B
Ex-Neuron-L2-3-CBLN2-LINC023...       SET     252     0.034849     0.004048     0.064396       0.2942 Ex-Neuron-L2-3-CBLN2-LINC02306-CUX2
Ex-Neuron-ADARB2-ERBB4                SET     247     -0.03528   -0.0040576     0.065127      0.70598 Ex-Neuron-ADARB2-ERBB4
In-Neuron-PRKG1-TBC1D4                SET     255     0.011865    0.0013863     0.064526      0.42705 In-Neuron-PRKG1-TBC1D4
In-Neuron-ADARB2-LAMP5-NRG1           SET     252     0.087882     0.010208     0.064362     0.086069 In-Neuron-ADARB2-LAMP5-NRG1
Ex-Neuron-L4-5-RORB-IL1RAPL2          SET     249     0.053563     0.006185     0.066065      0.20876 Ex-Neuron-L4-5-RORB-IL1RAPL2
Ex-Neuron-L6-THEMIS-NFIA              SET     254     0.041395     0.004827     0.063196      0.25623 Ex-Neuron-L6-THEMIS-NFIA
low-feature-cells                     SET     255     0.056016    0.0065446     0.061433      0.18094 low-feature-cells
Ex-Neuron-L3-5-RORB-PLCH1             SET     244     0.018567    0.0021226     0.066728      0.39041 Ex-Neuron-L3-5-RORB-PLCH1
Ex-Neuron-DLC1-HS3ST4                 SET     251     0.069181      0.00802     0.065432       0.1452 Ex-Neuron-DLC1-HS3ST4
Ex-Neuron-CBLN2-NRGN                  SET     236    -0.011783   -0.0013251     0.065007      0.57192 Ex-Neuron-CBLN2-NRGN
In-Neuron-ADARB2-GRM7                 SET     255     0.031345    0.0036623     0.064662      0.31393 In-Neuron-ADARB2-GRM7
In-Neuron-TRHDE-RALYL                 SET     252   -0.0087259   -0.0010136     0.065185      0.55324 In-Neuron-TRHDE-RALYL
In-Neuron-ADARB2-IL1RAPL2-CS...       SET     252     0.078217    0.0090853     0.065093      0.11477 In-Neuron-ADARB2-IL1RAPL2-CSCL14
In-Neuron-ADARB2-NRG1-RELN            SET     252      0.16068     0.018663     0.064828     0.006602 In-Neuron-ADARB2-NRG1-RELN
In-Neuron-DPP10-MEF2C                 SET     248    -0.018099   -0.0020857     0.064901      0.60982 In-Neuron-DPP10-MEF2C
ambiguous                             SET     241   -0.0037941  -0.00043111     0.066106      0.52288 ambiguous
