# MEAN_SAMPLE_SIZE = 11226
# TOTAL_GENES = 18369
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                             TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Arterial                              SET     260     0.042635    0.0050364     0.057541      0.22937 Arterial
Arteriolar-SMC                        SET     256     0.080981    0.0094935     0.059158     0.085528 Arteriolar-SMC
Artirial-FB                           SET     255     0.050588     0.005919     0.056452       0.1851 Artirial-FB
Astrocyte-activated                   SET     247     0.050656    0.0058346     0.057677       0.1899 Astrocyte-activated
Astrocyte-quiescent                   SET     250     0.098932     0.011463     0.056782     0.040739 Astrocyte-quiescent
Capillary                             SET     258    0.0013162   0.00015489     0.058242      0.49099 Capillary
Ex-Neuron-ADARB2-ERBB4                SET     243     0.041102    0.0046962     0.060806      0.24954 Ex-Neuron-ADARB2-ERBB4
Ex-Neuron-CBLN2-NRGN                  SET     231    -0.040198   -0.0044795     0.060329      0.74739 Ex-Neuron-CBLN2-NRGN
Ex-Neuron-DLC1-HS3ST4                 SET     249    -0.057092   -0.0066021     0.062264      0.82041 Ex-Neuron-DLC1-HS3ST4
Ex-Neuron-L2-3-CBLN2-LINC023...       SET     254     -0.01999   -0.0023345     0.061178      0.62807 Ex-Neuron-L2-3-CBLN2-LINC02306-CUX2
Ex-Neuron-L3-5-RORB-PLCH1             SET     248     0.005134   0.00059251     0.062665      0.46735 Ex-Neuron-L3-5-RORB-PLCH1
Ex-Neuron-L4-5-RORB-IL1RAPL2          SET     251     0.013872    0.0016105     0.062051      0.41155 Ex-Neuron-L4-5-RORB-IL1RAPL2
Ex-Neuron-L6-THEMIS-NFIA              SET     252      0.05077    0.0059058     0.061427      0.20426 Ex-Neuron-L6-THEMIS-NFIA
In-Neuron-ADARB2-GRM7                 SET     256     0.025659    0.0030081     0.061189      0.33749 In-Neuron-ADARB2-GRM7
In-Neuron-ADARB2-IL1RAPL2-CS...       SET     252   -0.0042523  -0.00049464     0.061617      0.52751 In-Neuron-ADARB2-IL1RAPL2-CSCL14
In-Neuron-ADARB2-LAMP5-NRG1           SET     252    -0.027475    -0.003196     0.060857      0.67417 In-Neuron-ADARB2-LAMP5-NRG1
In-Neuron-ADARB2-NRG1-RELN            SET     248     -0.06756   -0.0077971     0.061293      0.86482 In-Neuron-ADARB2-NRG1-RELN
In-Neuron-DPP10-MEF2C                 SET     250     0.028464     0.003298     0.060175       0.3181 In-Neuron-DPP10-MEF2C
In-Neuron-PRKG1-TBC1D4                SET     253    0.0026414   0.00030786     0.061481      0.48287 In-Neuron-PRKG1-TBC1D4
In-Neuron-TRHDE-RALYL                 SET     254    0.0049328   0.00057605     0.061696      0.46814 In-Neuron-TRHDE-RALYL
M-Pericyte                            SET     261      0.07365    0.0087168     0.059001      0.10597 M-Pericyte
Meningeal-FB                          SET     264     0.013396    0.0015945     0.057426      0.40777 Meningeal-FB
Microglia-activated                   SET     246      0.01731    0.0019897     0.058046      0.38278 Microglia-activated
Microglia-quiescent                   SET     255     0.037046    0.0043345     0.059282      0.26602 Microglia-quiescent
Microglia-vascular                    SET     258    0.0019968   0.00023498     0.055327      0.48561 Microglia-vascular
OPC-A                                 SET     250     0.088556     0.010261     0.060705     0.072323 OPC-A
OPC-B                                 SET     258     0.062513    0.0073566     0.059792      0.14791 OPC-B
Oligo-A                               SET     254     0.062862     0.007341     0.058543      0.14147 Oligo-A
Oligo-B                               SET     242      0.02972    0.0033888     0.058027      0.30427 Oligo-B
Pericyte                              SET     262    -0.018832    -0.002233     0.058799      0.62562 Pericyte
Pericyte-2                            SET     257      0.04919    0.0057777     0.058645       0.2008 Pericyte-2
Pericyte-FB                           SET     255     0.062581    0.0073223     0.056969        0.136 Pericyte-FB
Perivascular                          SET     258    0.0089393     0.001052     0.056023      0.43661 Perivascular
Perivascular-FB                       SET     249     0.047646    0.0055098     0.056621      0.20004 Perivascular-FB
Perivascular-FB-KAZN2                 SET     257     0.033248    0.0039051     0.057923      0.28299 Perivascular-FB-KAZN2
T-Pericyte                            SET     262    0.0084461    0.0010015     0.058505      0.44261 T-Pericyte
T-cell-mixed                          SET     262    -0.038559   -0.0045722     0.055147      0.75778 T-cell-mixed
T-cell-parenchymal-1                  SET     248      0.12328     0.014227     0.057849     0.016552 T-cell-parenchymal-1
T-cell-parenchymal-2                  SET     248    -0.049271   -0.0056863     0.054411       0.8174 T-cell-parenchymal-2
T-cell-vascular                       SET     261    0.0037239   0.00044073     0.055287      0.47315 T-cell-vascular
Trans-Endo-to-mural                   SET     263     0.018473    0.0021946     0.056765      0.37243 Trans-Endo-to-mural
Vascular-SMC                          SET     258     0.072583    0.0085416       0.0587      0.10815 Vascular-SMC
Vascular-SMC-LINC00486                SET     251     0.095204     0.011053     0.059083     0.053563 Vascular-SMC-LINC00486
Venous                                SET     259     0.057129    0.0067359       0.0572      0.15896 Venous
