# MEAN_SAMPLE_SIZE = 36989
# TOTAL_GENES = 18877
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                             TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Arterial                              SET    1292      0.12243     0.030914     0.031837   6.0424e-05 Arterial
Arteriolar-SMC                        SET    1300      0.16135     0.040859     0.031516   1.5498e-07 Arteriolar-SMC
Artirial-FB                           SET    1294    0.0083771    0.0021168      0.03151      0.39518 Artirial-FB
Astrocyte-activated                   SET    1264     0.068237     0.017056     0.032055     0.016646 Astrocyte-activated
Astrocyte-quiescent                   SET    1252     0.084861     0.021118     0.032442    0.0044561 Astrocyte-quiescent
Capillary                             SET    1291      0.11871     0.029964     0.031653   8.8643e-05 Capillary
Ex-Neuron-ADARB2-ERBB4                SET    1268      0.13113     0.032824     0.031647   1.7201e-05 Ex-Neuron-ADARB2-ERBB4
Ex-Neuron-CBLN2-NRGN                  SET    1242      0.16721     0.041455     0.031682   6.6336e-08 Ex-Neuron-CBLN2-NRGN
Ex-Neuron-DLC1-HS3ST4                 SET    1263      0.16134     0.040313     0.031925   2.1925e-07 Ex-Neuron-DLC1-HS3ST4
Ex-Neuron-L2-3-CBLN2-LINC023...       SET    1285      0.19525     0.049179     0.031922   4.9049e-10 Ex-Neuron-L2-3-CBLN2-LINC02306-CUX2
Ex-Neuron-L3-5-RORB-PLCH1             SET    1253       0.1622      0.04038     0.032014   2.0483e-07 Ex-Neuron-L3-5-RORB-PLCH1
Ex-Neuron-L4-5-RORB-IL1RAPL2          SET    1272       0.2016     0.050539      0.03166   9.8807e-11 Ex-Neuron-L4-5-RORB-IL1RAPL2
Ex-Neuron-L6-THEMIS-NFIA              SET    1266      0.16153     0.040406     0.031459    1.431e-07 Ex-Neuron-L6-THEMIS-NFIA
In-Neuron-ADARB2-GRM7                 SET    1290      0.15691     0.039594     0.032148   5.3355e-07 In-Neuron-ADARB2-GRM7
In-Neuron-ADARB2-IL1RAPL2-CS...       SET    1293      0.17087     0.043162     0.032264   6.0025e-08 In-Neuron-ADARB2-IL1RAPL2-CSCL14
In-Neuron-ADARB2-LAMP5-NRG1           SET    1288      0.22136     0.055815     0.031794    1.744e-12 In-Neuron-ADARB2-LAMP5-NRG1
In-Neuron-ADARB2-NRG1-RELN            SET    1305       0.1991      0.05051     0.032211   3.2634e-10 In-Neuron-ADARB2-NRG1-RELN
In-Neuron-DPP10-MEF2C                 SET    1291      0.15776     0.039822     0.031729   3.3485e-07 In-Neuron-DPP10-MEF2C
In-Neuron-PRKG1-TBC1D4                SET    1291      0.18342       0.0463     0.031684   3.6095e-09 In-Neuron-PRKG1-TBC1D4
In-Neuron-TRHDE-RALYL                 SET    1307      0.18633     0.047302     0.031993   2.9312e-09 In-Neuron-TRHDE-RALYL
M-Pericyte                            SET    1305      0.14719      0.03734     0.031604   1.6154e-06 M-Pericyte
Meningeal-FB                          SET    1310      0.14895     0.037854     0.031444    1.094e-06 Meningeal-FB
Microglia-activated                   SET    1299     0.033599    0.0085055       0.0318      0.14536 Microglia-activated
Microglia-quiescent                   SET    1297     0.091966     0.023264     0.032015    0.0020382 Microglia-quiescent
Microglia-vascular                    SET    1308     0.087399     0.022195     0.031269     0.002598 Microglia-vascular
OPC-A                                 SET    1261      0.14649     0.036575     0.032299   2.8977e-06 OPC-A
OPC-B                                 SET    1289      0.14974      0.03777     0.032219   1.6949e-06 OPC-B
Oligo-A                               SET    1311      0.12261      0.03117     0.031575   5.1805e-05 Oligo-A
Oligo-B                               SET    1291       0.1405     0.035465     0.031398   3.8541e-06 Oligo-B
Pericyte                              SET    1306      0.14887     0.037779     0.031393   1.0671e-06 Pericyte
Pericyte-2                            SET    1297      0.11547      0.02921     0.031872   0.00014614 Pericyte-2
Pericyte-FB                           SET    1301     0.073069      0.01851     0.031328    0.0098457 Pericyte-FB
Perivascular                          SET    1303     0.081376     0.020629      0.03164    0.0050608 Perivascular
Perivascular-FB                       SET    1301     0.095769     0.024261     0.031927    0.0013537 Perivascular-FB
Perivascular-FB-KAZN2                 SET    1313      0.16028     0.040776     0.031581   1.9575e-07 Perivascular-FB-KAZN2
T-Pericyte                            SET    1299      0.14145     0.035808     0.031812   4.3944e-06 T-Pericyte
T-cell-mixed                          SET    1302      0.12443     0.031532     0.032035   5.1563e-05 T-cell-mixed
T-cell-parenchymal-1                  SET    1296      0.10979     0.027763     0.031411   0.00023743 T-cell-parenchymal-1
T-cell-parenchymal-2                  SET    1267     0.038141    0.0095442     0.030736      0.10733 T-cell-parenchymal-2
T-cell-vascular                       SET    1308       0.1043     0.026488     0.031021   0.00038742 T-cell-vascular
Trans-Endo-to-mural                   SET    1310     0.043405     0.011031     0.031447     0.083764 Trans-Endo-to-mural
Vascular-SMC                          SET    1300      0.14089     0.035678     0.031344   3.5061e-06 Vascular-SMC
Vascular-SMC-LINC00486                SET    1305       0.1617     0.041022     0.030838   7.9808e-08 Vascular-SMC-LINC00486
Venous                                SET    1301     0.072728     0.018424     0.031614     0.010718 Venous
