# TOTAL_GENES = 18215
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE                             TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Oligo-A                               SET    1437     0.018175    0.0048995     0.029568      0.26939 Oligo-A
Astrocyte-activated                   SET    1407     0.079345     0.021184     0.029598    0.0036762 Astrocyte-activated
Oligo-B                               SET    1436     0.083821     0.022589     0.028851    0.0018365 Oligo-B
T-cell-mixed                          SET    1433     0.068293     0.018387     0.029339      0.00997 T-cell-mixed
T-cell-parenchymal-1                  SET    1451     0.080694      0.02185     0.028187    0.0021018 T-cell-parenchymal-1
T-cell-parenchymal-2                  SET    1432     0.025686    0.0069134      0.02764      0.17637 T-cell-parenchymal-2
Microglia-quiescent                   SET    1417     0.082451     0.022085     0.029409    0.0025297 Microglia-quiescent
Microglia-activated                   SET    1434     0.082915     0.022331     0.028768    0.0019772 Microglia-activated
Perivascular                          SET    1430     0.061616     0.016573     0.029261     0.017619 Perivascular
Microglia-vascular                    SET    1426     0.068431     0.018383      0.02864    0.0084448 Microglia-vascular
Astrocyte-quiescent                   SET    1391     0.010868    0.0028864     0.029703      0.35723 Astrocyte-quiescent
OPC-A                                 SET    1399     0.047306     0.012597     0.030129     0.058204 OPC-A
OPC-B                                 SET    1429     0.058285     0.015672     0.030285      0.02715 OPC-B
Ex-Neuron-L2-3-CBLN2-LINC023...       SET    1421    0.0089281    0.0023945     0.029372      0.38058 Ex-Neuron-L2-3-CBLN2-LINC02306-CUX2
Ex-Neuron-ADARB2-ERBB4                SET    1388    -0.069129    -0.018342     0.029627      0.99018 Ex-Neuron-ADARB2-ERBB4
In-Neuron-PRKG1-TBC1D4                SET    1406    -0.010774   -0.0028756     0.029502      0.64252 In-Neuron-PRKG1-TBC1D4
In-Neuron-ADARB2-LAMP5-NRG1           SET    1411    -0.028371   -0.0075846     0.029612      0.83099 In-Neuron-ADARB2-LAMP5-NRG1
Ex-Neuron-L4-5-RORB-IL1RAPL2          SET    1405    -0.017888   -0.0047728     0.029486      0.72796 Ex-Neuron-L4-5-RORB-IL1RAPL2
Ex-Neuron-L6-THEMIS-NFIA              SET    1399    -0.010597   -0.0028218      0.02957      0.63996 Ex-Neuron-L6-THEMIS-NFIA
low-feature-cells                     SET    1449     0.052687     0.014257     0.028403     0.031809 low-feature-cells
Ex-Neuron-L3-5-RORB-PLCH1             SET    1394    -0.017858   -0.0047476      0.03001       0.7241 Ex-Neuron-L3-5-RORB-PLCH1
Ex-Neuron-DLC1-HS3ST4                 SET    1402     0.015387    0.0041015     0.029589      0.30152 Ex-Neuron-DLC1-HS3ST4
Ex-Neuron-CBLN2-NRGN                  SET    1378    0.0014978   0.00039608     0.029503      0.47976 Ex-Neuron-CBLN2-NRGN
In-Neuron-ADARB2-GRM7                 SET    1419     0.020822    0.0055808     0.029705      0.24167 In-Neuron-ADARB2-GRM7
In-Neuron-TRHDE-RALYL                 SET    1421     0.024794    0.0066498     0.029845      0.20305 In-Neuron-TRHDE-RALYL
In-Neuron-ADARB2-IL1RAPL2-CS...       SET    1412    0.0073373    0.0019621     0.029783       0.4027 In-Neuron-ADARB2-IL1RAPL2-CSCL14
In-Neuron-ADARB2-NRG1-RELN            SET    1426    0.0081247    0.0021826     0.029671      0.39211 In-Neuron-ADARB2-NRG1-RELN
In-Neuron-DPP10-MEF2C                 SET    1413   -0.0062174   -0.0016632     0.029697      0.58291 In-Neuron-DPP10-MEF2C
ambiguous                             SET    1396     0.017547     0.004668     0.029771       0.2778 ambiguous
