# TOTAL_GENES = 18144
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE                             TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Arterial                              SET     899     0.079527     0.017259     0.036098     0.013801 Arterial
Arteriolar-SMC                        SET     895       0.1169     0.025316     0.035655    0.0005225 Arteriolar-SMC
Artirial-FB                           SET     894       0.0192    0.0041557      0.03578      0.29577 Artirial-FB
Astrocyte-activated                   SET     836     0.057405     0.012035     0.037186     0.061337 Astrocyte-activated
Astrocyte-quiescent                   SET     833     0.046681    0.0097702     0.037413      0.10607 Astrocyte-quiescent
Capillary                             SET     892     0.051581     0.011152     0.035961     0.075747 Capillary
Ex-Neuron-ADARB2-ERBB4                SET     812    -0.055249    -0.011424     0.037868       0.9277 Ex-Neuron-ADARB2-ERBB4
Ex-Neuron-DLC1-HS3ST4                 SET     832      0.03658    0.0076518     0.037722      0.16609 Ex-Neuron-DLC1-HS3ST4
Ex-Neuron-L2-3-CBLN2-LINC023...       SET     848     0.021723    0.0045854     0.037624      0.28184 Ex-Neuron-L2-3-CBLN2-LINC02306-CUX2
Ex-Neuron-L3-5-RORB-PLCH1             SET     780    -0.012275   -0.0024899     0.038686      0.62449 Ex-Neuron-L3-5-RORB-PLCH1
Ex-Neuron-L4-5-RORB-IL1RAPL2          SET     836     0.053156     0.011144     0.037491      0.07813 Ex-Neuron-L4-5-RORB-IL1RAPL2
Ex-Neuron-L6-THEMIS-NFIA              SET     834   -0.0044692  -0.00093592     0.037418      0.54754 Ex-Neuron-L6-THEMIS-NFIA
In-Neuron-ADARB2-GRM7                 SET     853    -0.018615   -0.0039402      0.03736      0.69085 In-Neuron-ADARB2-GRM7
In-Neuron-ADARB2-IL1RAPL2-CS...       SET     862    0.0022143   0.00047105     0.037101       0.4762 In-Neuron-ADARB2-IL1RAPL2-CSCL14
In-Neuron-ADARB2-LAMP5-NRG1           SET     845   -0.0091366   -0.0019253     0.037251      0.59687 In-Neuron-ADARB2-LAMP5-NRG1
In-Neuron-ADARB2-NRG1-RELN            SET     883     0.027323    0.0058792       0.0372      0.23133 In-Neuron-ADARB2-NRG1-RELN
In-Neuron-DPP10-MEF2C                 SET     847    -0.011109   -0.0023436     0.037097       0.6177 In-Neuron-DPP10-MEF2C
In-Neuron-PRKG1-TBC1D4                SET     841    -0.057866    -0.012166     0.037164      0.94026 In-Neuron-PRKG1-TBC1D4
In-Neuron-TRHDE-RALYL                 SET     867     0.039189    0.0083596     0.037347      0.14703 In-Neuron-TRHDE-RALYL
M-Pericyte                            SET     903     0.099059     0.021543     0.035901    0.0029001 M-Pericyte
Meningeal-FB                          SET     908     0.038556    0.0084069      0.03566      0.13981 Meningeal-FB
Microglia-activated                   SET     897     0.099166     0.021498     0.035205    0.0024276 Microglia-activated
Microglia-quiescent                   SET     916      0.10922     0.023914      0.03597    0.0011989 Microglia-quiescent
Microglia-vascular                    SET     911      0.10171     0.022212     0.034277    0.0015038 Microglia-vascular
OPC-A                                 SET     816    -0.011701    -0.002425     0.038599      0.61911 OPC-A
OPC-B                                 SET     876     0.009764     0.002093     0.037601      0.39756 OPC-B
Oligo-A                               SET     897     0.046989     0.010187      0.03617     0.096958 Oligo-A
Oligo-B                               SET     880     0.074386      0.01598     0.035386     0.017778 Oligo-B
Pericyte                              SET     910     0.067177     0.014663     0.035279     0.028451 Pericyte
Pericyte-2                            SET     882     0.050467     0.010853      0.03632     0.082347 Pericyte-2
Pericyte-FB                           SET     885    -0.021677   -0.0046693     0.035831       0.7274 Pericyte-FB
Perivascular                          SET     918     0.067865     0.014874     0.035445     0.027777 Perivascular
Perivascular-FB                       SET     889      0.04228    0.0091268     0.036629      0.12421 Perivascular-FB
Perivascular-FB-KAZN2                 SET     916      0.11144       0.0244     0.035077   0.00074512 Perivascular-FB-KAZN2
T-Pericyte                            SET     906     0.081668     0.017788     0.035626     0.010948 T-Pericyte
T-cell-mixed                          SET     916     0.084403      0.01848     0.036063    0.0096365 T-cell-mixed
T-cell-vascular                       SET     904     0.043247      0.00941     0.034876      0.10749 T-cell-vascular
Trans-Endo-to-mural                   SET     911     0.053817     0.011753     0.035419     0.064337 Trans-Endo-to-mural
Vascular-SMC                          SET     890     0.096062     0.020748     0.035899    0.0037296 Vascular-SMC
Vascular-SMC-LINC00486                SET     902     0.071708     0.015586     0.034932     0.020054 Vascular-SMC-LINC00486
Venous                                SET     911     0.029656    0.0064763     0.035512      0.20184 Venous
ambiguous                             SET     808     0.040075    0.0082668       0.0379      0.14517 ambiguous
low-feature-cells                     SET     942      0.10054     0.022307     0.034687    0.0018768 low-feature-cells
