# TOTAL_GENES = 18144
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE                             TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
T-Pericyte                            SET    1372     0.087996     0.023265     0.029277    0.0013268 T-Pericyte
M-Pericyte                            SET    1382      0.09229     0.024482     0.029384   0.00084394 M-Pericyte
Pericyte                              SET    1385     0.066909     0.017767     0.028862     0.010224 Pericyte
Pericyte-2                            SET    1363       0.1035     0.027281     0.029453   0.00022125 Pericyte-2
Oligo-A                               SET    1392     0.060888     0.016206     0.029425     0.019268 Oligo-A
Astrocyte-activated                   SET    1337     0.073392     0.019175     0.029698    0.0067361 Astrocyte-activated
Vascular-SMC                          SET    1378     0.096291      0.02551      0.02879   0.00041293 Vascular-SMC
Arteriolar-SMC                        SET    1377     0.079108      0.02095     0.029053    0.0032388 Arteriolar-SMC
Vascular-SMC-LINC00486                SET    1386     0.051733     0.013742     0.028302      0.03379 Vascular-SMC-LINC00486
Trans-Endo-to-mural                   SET    1385     0.065647     0.017432       0.0288     0.011327 Trans-Endo-to-mural
Oligo-B                               SET    1365      0.07875     0.020772      0.02881    0.0031371 Oligo-B
Perivascular-FB-KAZN2                 SET    1386       0.1058     0.028103     0.028478   0.00010189 Perivascular-FB-KAZN2
Perivascular-FB                       SET    1378     0.072591     0.019231     0.029509     0.006953 Perivascular-FB
Meningeal-FB                          SET    1394     0.044643      0.01189     0.028956     0.061576 Meningeal-FB
Artirial-FB                           SET    1370     0.029119    0.0076936     0.028926      0.15706 Artirial-FB
Pericyte-FB                           SET    1373     0.036892    0.0097571     0.028852      0.10052 Pericyte-FB
Capillary                             SET    1371     0.045086     0.011916     0.029362     0.062332 Capillary
Arterial                              SET    1383     0.045952     0.012194     0.029383     0.058928 Arterial
Venous                                SET    1378     0.025615     0.006786     0.028965      0.18827 Venous
T-cell-mixed                          SET    1382     0.088075     0.023364     0.029483     0.001409 T-cell-mixed
T-cell-vascular                       SET    1391     0.082632     0.021985     0.028423    0.0018257 T-cell-vascular
T-cell-parenchymal-1                  SET    1377     0.064838     0.017171     0.028538     0.011551 T-cell-parenchymal-1
T-cell-parenchymal-2                  SET    1343    -0.015564   -0.0040747     0.027625      0.71341 T-cell-parenchymal-2
Microglia-quiescent                   SET    1373     0.071972     0.019035      0.02913    0.0067466 Microglia-quiescent
Microglia-activated                   SET    1376     0.094958      0.02514     0.029216   0.00057777 Microglia-activated
Perivascular                          SET    1380     0.074838      0.01984     0.029172     0.005157 Perivascular
Microglia-vascular                    SET    1388     0.080411     0.021373     0.028223    0.0021944 Microglia-vascular
Astrocyte-quiescent                   SET    1306    -0.011821   -0.0030552     0.030038      0.65303 Astrocyte-quiescent
OPC-A                                 SET    1324     0.034189    0.0088924     0.030379      0.13022 OPC-A
OPC-B                                 SET    1351     0.054841     0.014397     0.030516     0.036165 OPC-B
Ex-Neuron-L2-3-CBLN2-LINC023...       SET    1349     0.011163    0.0029287     0.029642      0.35324 Ex-Neuron-L2-3-CBLN2-LINC02306-CUX2
Ex-Neuron-ADARB2-ERBB4                SET    1296    -0.037803    -0.009736     0.029991      0.89624 Ex-Neuron-ADARB2-ERBB4
In-Neuron-PRKG1-TBC1D4                SET    1335    -0.026057   -0.0068032     0.029621      0.81048 In-Neuron-PRKG1-TBC1D4
In-Neuron-ADARB2-LAMP5-NRG1           SET    1325   -0.0097439   -0.0025353     0.029622       0.6289 In-Neuron-ADARB2-LAMP5-NRG1
Ex-Neuron-L4-5-RORB-IL1RAPL2          SET    1336     0.010504    0.0027435     0.029538      0.36106 Ex-Neuron-L4-5-RORB-IL1RAPL2
Ex-Neuron-L6-THEMIS-NFIA              SET    1321     -0.01565   -0.0040664     0.029349      0.70307 Ex-Neuron-L6-THEMIS-NFIA
Ex-Neuron-L3-5-RORB-PLCH1             SET    1313    0.0039931    0.0010346     0.029942      0.44695 Ex-Neuron-L3-5-RORB-PLCH1
Ex-Neuron-DLC1-HS3ST4                 SET    1317     0.014508    0.0037644     0.029606      0.31205 Ex-Neuron-DLC1-HS3ST4
Ex-Neuron-CBLN2-NRGN                  SET    1296    0.0058119    0.0014968     0.029612       0.4222 Ex-Neuron-CBLN2-NRGN
In-Neuron-ADARB2-GRM7                 SET    1346     -0.02593   -0.0067957     0.029819      0.80773 In-Neuron-ADARB2-GRM7
In-Neuron-TRHDE-RALYL                 SET    1366     0.018502    0.0048821     0.030048      0.26903 In-Neuron-TRHDE-RALYL
In-Neuron-ADARB2-IL1RAPL2-CS...       SET    1344     0.014002     0.003667     0.029939      0.32001 In-Neuron-ADARB2-IL1RAPL2-CSCL14
In-Neuron-ADARB2-NRG1-RELN            SET    1365     0.021671    0.0057162     0.029951      0.23468 In-Neuron-ADARB2-NRG1-RELN
In-Neuron-DPP10-MEF2C                 SET    1341     0.010239    0.0026787     0.029612      0.36476 In-Neuron-DPP10-MEF2C
