# TOTAL_GENES = 18215
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE                             TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
T-Pericyte                            SET     262    -0.010978   -0.0013072     0.066068      0.56599 T-Pericyte
M-Pericyte                            SET     261     -0.03554   -0.0042238      0.06674      0.70281 M-Pericyte
Pericyte                              SET     262     0.020134    0.0023974     0.066778      0.38151 Pericyte
Pericyte-2                            SET     257      0.05327    0.0062829     0.066417      0.21127 Pericyte-2
Oligo-A                               SET     254    -0.027396   -0.0032125     0.066887      0.65894 Oligo-A
Astrocyte-activated                   SET     247     0.021291    0.0024626     0.067206       0.3757 Astrocyte-activated
Vascular-SMC                          SET     258     0.033519     0.003961     0.066353      0.30672 Vascular-SMC
Arteriolar-SMC                        SET     256   0.00045094   5.3084e-05     0.066709       0.4973 Arteriolar-SMC
Vascular-SMC-LINC00486                SET     251   5.0841e-05    5.927e-06     0.067302       0.4997 Vascular-SMC-LINC00486
Trans-Endo-to-mural                   SET     263    -0.031665   -0.0037774     0.065949      0.68443 Trans-Endo-to-mural
Oligo-B                               SET     242     0.030879    0.0035356     0.067645      0.32402 Oligo-B
Perivascular-FB-KAZN2                 SET     257    0.0089769    0.0010588     0.068049      0.44753 Perivascular-FB-KAZN2
Perivascular-FB                       SET     249     0.021715    0.0025215     0.068536      0.37569 Perivascular-FB
Meningeal-FB                          SET     264    -0.087729    -0.010485     0.066432      0.90667 Meningeal-FB
Artirial-FB                           SET     255    -0.047626   -0.0055956     0.067028      0.76131 Artirial-FB
Pericyte-FB                           SET     255    -0.049552   -0.0058219     0.065642      0.77483 Pericyte-FB
Capillary                             SET     257    0.0009495   0.00011199     0.067759      0.49441 Capillary
Arterial                              SET     259    -0.029291   -0.0034679     0.067986       0.6667 Arterial
Venous                                SET     258     0.024514    0.0028969     0.067149      0.35753 Venous
T-cell-mixed                          SET     262      0.14854     0.017687     0.065571     0.011752 T-cell-mixed
T-cell-vascular                       SET     261      0.10035     0.011927     0.065267     0.062085 T-cell-vascular
T-cell-parenchymal-1                  SET     248      0.16903     0.019589     0.066491    0.0055131 T-cell-parenchymal-1
T-cell-parenchymal-2                  SET     248      0.12634     0.014642     0.065497     0.026873 T-cell-parenchymal-2
Microglia-quiescent                   SET     256     0.025058    0.0029498      0.06828      0.35681 Microglia-quiescent
Microglia-activated                   SET     247     0.083055    0.0096061     0.067032      0.10767 Microglia-activated
Perivascular                          SET     260      0.15819     0.018765     0.065171    0.0076094 Perivascular
Microglia-vascular                    SET     259      0.10851     0.012847     0.063926     0.044815 Microglia-vascular
Astrocyte-quiescent                   SET     250    -0.066444   -0.0077307     0.066677      0.84049 Astrocyte-quiescent
OPC-A                                 SET     250    0.0038872   0.00045228     0.070056      0.47788 OPC-A
OPC-B                                 SET     258    -0.010906   -0.0012887     0.069363      0.56246 OPC-B
Ex-Neuron-L2-3-CBLN2-LINC023...       SET     254     0.064627    0.0075785     0.069451      0.17605 Ex-Neuron-L2-3-CBLN2-LINC02306-CUX2
Ex-Neuron-ADARB2-ERBB4                SET     243    -0.050928   -0.0058431     0.070204       0.7659 Ex-Neuron-ADARB2-ERBB4
In-Neuron-PRKG1-TBC1D4                SET     252      0.06829    0.0079769     0.069799      0.16395 In-Neuron-PRKG1-TBC1D4
In-Neuron-ADARB2-LAMP5-NRG1           SET     252      0.11155      0.01303     0.069087     0.053205 In-Neuron-ADARB2-LAMP5-NRG1
Ex-Neuron-L4-5-RORB-IL1RAPL2          SET     251      0.10777     0.012564     0.070607     0.063465 Ex-Neuron-L4-5-RORB-IL1RAPL2
Ex-Neuron-L6-THEMIS-NFIA              SET     252      0.15253     0.017817     0.069903     0.014562 Ex-Neuron-L6-THEMIS-NFIA
Ex-Neuron-L3-5-RORB-PLCH1             SET     248      0.10194     0.011813     0.070309     0.073562 Ex-Neuron-L3-5-RORB-PLCH1
Ex-Neuron-DLC1-HS3ST4                 SET     249      0.11129     0.012923     0.070335     0.056804 Ex-Neuron-DLC1-HS3ST4
Ex-Neuron-CBLN2-NRGN                  SET     231    -0.091223    -0.010208     0.071106      0.90023 Ex-Neuron-CBLN2-NRGN
In-Neuron-ADARB2-GRM7                 SET     256     0.013254    0.0015602      0.06935      0.42422 In-Neuron-ADARB2-GRM7
In-Neuron-TRHDE-RALYL                 SET     254     0.096887     0.011361     0.070058      0.08335 In-Neuron-TRHDE-RALYL
In-Neuron-ADARB2-IL1RAPL2-CS...       SET     252     0.083093     0.009706     0.069732      0.11671 In-Neuron-ADARB2-IL1RAPL2-CSCL14
In-Neuron-ADARB2-NRG1-RELN            SET     248      0.12361     0.014325     0.070347      0.03946 In-Neuron-ADARB2-NRG1-RELN
In-Neuron-DPP10-MEF2C                 SET     249    -0.077149   -0.0089585     0.068937      0.86845 In-Neuron-DPP10-MEF2C
