# TOTAL_GENES = 18368
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                             TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Astrocyte-activated                   SET    1407     0.020932    0.0055671     0.025651      0.20725 Astrocyte-activated
Astrocyte-quiescent                   SET    1391   -0.0019368  -0.00051242     0.026106      0.52957 Astrocyte-quiescent
Ex-Neuron-ADARB2-ERBB4                SET    1385     0.039204     0.010352     0.025875     0.064881 Ex-Neuron-ADARB2-ERBB4
Ex-Neuron-CBLN2-NRGN                  SET    1375     0.061286     0.016129      0.02591    0.0090132 Ex-Neuron-CBLN2-NRGN
Ex-Neuron-DLC1-HS3ST4                 SET    1400     0.059217     0.015714     0.025538     0.010211 Ex-Neuron-DLC1-HS3ST4
Ex-Neuron-L2-3-CBLN2-LINC023...       SET    1420     0.054127     0.014457     0.025268     0.016102 Ex-Neuron-L2-3-CBLN2-LINC02306-CUX2
Ex-Neuron-L3-5-RORB-PLCH1             SET    1395     0.020945    0.0055488     0.026002      0.21027 Ex-Neuron-L3-5-RORB-PLCH1
Ex-Neuron-L4-5-RORB-IL1RAPL2          SET    1403     0.038181     0.010141     0.025464     0.066897 Ex-Neuron-L4-5-RORB-IL1RAPL2
Ex-Neuron-L6-THEMIS-NFIA              SET    1398     0.032915    0.0087285     0.025459     0.098039 Ex-Neuron-L6-THEMIS-NFIA
In-Neuron-ADARB2-GRM7                 SET    1418     0.048341     0.012903     0.025685     0.029924 In-Neuron-ADARB2-GRM7
In-Neuron-ADARB2-IL1RAPL2-CS...       SET    1411     0.029882    0.0079578     0.025872      0.12406 In-Neuron-ADARB2-IL1RAPL2-CSCL14
In-Neuron-ADARB2-LAMP5-NRG1           SET    1408     0.039529     0.010517     0.025546       0.0609 In-Neuron-ADARB2-LAMP5-NRG1
In-Neuron-ADARB2-NRG1-RELN            SET    1425       0.0344    0.0092027     0.025573     0.089296 In-Neuron-ADARB2-NRG1-RELN
In-Neuron-DPP10-MEF2C                 SET    1413     0.048217     0.012849      0.02542     0.028935 In-Neuron-DPP10-MEF2C
In-Neuron-PRKG1-TBC1D4                SET    1405     0.027384    0.0072785     0.025234      0.13892 In-Neuron-PRKG1-TBC1D4
In-Neuron-TRHDE-RALYL                 SET    1420     0.041767     0.011155     0.025664     0.051834 In-Neuron-TRHDE-RALYL
Microglia-activated                   SET    1432    0.0072413    0.0019415     0.025266      0.38721 Microglia-activated
Microglia-quiescent                   SET    1416     0.017527    0.0046753     0.025304      0.24427 Microglia-quiescent
Microglia-vascular                    SET    1428   0.00027234   7.2925e-05     0.025341      0.49571 Microglia-vascular
OPC-A                                 SET    1399     0.013577    0.0036016     0.026197      0.30214 OPC-A
OPC-B                                 SET    1429     0.031189    0.0083543     0.026061      0.11571 OPC-B
Oligo-A                               SET    1436     0.021356    0.0057331     0.025455      0.20075 Oligo-A
Oligo-B                               SET    1435     0.001214    0.0003258      0.02536      0.48091 Oligo-B
Perivascular                          SET    1429     0.025165    0.0067409     0.025214      0.15913 Perivascular
T-cell-mixed                          SET    1433     0.053738     0.014413      0.02525     0.016669 T-cell-mixed
T-cell-parenchymal-1                  SET    1451     0.066046     0.017815     0.024674    0.0037211 T-cell-parenchymal-1
T-cell-parenchymal-2                  SET    1432     0.031931    0.0085612     0.024725     0.098284 T-cell-parenchymal-2
ambiguous                             SET    1394     0.069971     0.018531     0.025599    0.0031389 ambiguous
low-feature-cells                     SET    1449     0.027552    0.0074273     0.024479      0.13019 low-feature-cells
